Sentence,Label,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
policeman said hello Lala .,determiner,"1	policeman	_	_	_	_	2	nsubj	_	_
2	said	_	_	_	_	0	root	_	_
3	hello	_	_	_	_	2	obj	_	_
4	Lala	_	_	_	_	3	vocative	_	_
5	.	_	_	_	_	2	punct	_	_","1	policeman	_	NOUN	NN	_	2	nsubj	_	_
2	said	_	VERB	VBD	_	0	root	_	_
3	hello	_	INTJ	UH	_	2	obj	_	_
4	Lala	_	PROPN	NNP	_	3	flat	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
uh policeman La La's money .,verb,"1	uh	_	_	_	_	5	discourse	_	_
2	policeman	_	_	_	_	5	nmod:poss	_	_
3	La	_	_	_	_	5	nmod:poss	_	_
4	La's	_	_	_	_	3	flat	_	_
5	money	_	_	_	_	0	root	_	_
6	.	_	_	_	_	5	punct	_	_","1	uh	_	INTJ	UH	_	6	discourse	_	_
2	policeman	_	NOUN	NN	_	6	nmod:poss	_	_
3	La	_	PROPN	NNP	_	2	flat	_	_
4	La	_	PROPN	NNP	_	3	flat	_	_
5	's	_	PART	POS	_	2	case	_	_
6	money	_	NOUN	NN	_	0	root	_	_
7	.	_	PUNCT	.	_	6	punct	_	_",
put in La La's in La La's La La's pocket .,"tense_aspect, object","1	put	_	_	_	_	0	root	_	_
2	in	_	_	_	_	3	case	_	_
3	La	_	_	_	_	1	obl	_	_
4	La's	_	_	_	_	3	flat	_	_
5	in	_	_	_	_	10	case	_	_
6	La	_	_	_	_	10	reparandum	_	_
7	La's	_	_	_	_	6	flat	_	_
8	La	_	_	_	_	10	nmod:poss	_	_
9	La's	_	_	_	_	8	flat	_	_
10	pocket	_	_	_	_	1	obl	_	_
11	.	_	_	_	_	1	punct	_	_","1	put	_	VERB	VB	_	0	root	_	_
2	in	_	ADP	IN	_	1	compound:prt	_	_
3	La	_	PROPN	NNP	_	1	obl	_	_
4	La	_	PROPN	NNP	_	3	flat	_	_
5	's	_	PART	POS	_	3	case	_	_
6	in	_	ADP	IN	_	13	case	_	_
7	La	_	PROPN	NNP	_	13	nmod:poss	_	_
8	La	_	PROPN	NNP	_	7	flat	_	_
9	's	_	PART	POS	_	7	case	_	_
10	La	_	PROPN	NNP	_	13	nmod:poss	_	_
11	La	_	PROPN	NNP	_	10	flat	_	_
12	's	_	PART	POS	_	7	case	_	_
13	pocket	_	NOUN	NN	_	1	obl	_	_
14	.	_	PUNCT	.	_	1	punct	_	_",
what's La La doing down the floor ?,preposition,"1	what's	_	_	_	_	4	aux	_	_
2	La	_	_	_	_	4	nsubj	_	_
3	La	_	_	_	_	2	flat	_	_
4	doing	_	_	_	_	0	root	_	_
5	down	_	_	_	_	7	case	_	_
6	the	_	_	_	_	7	det	_	_
7	floor	_	_	_	_	4	obl	_	_
8	?	_	_	_	_	4	punct	_	_","1	what	_	PRON	WP	_	5	obj	_	_
2	's	_	AUX	VBZ	_	5	aux	_	_
3	La	_	PROPN	NNP	_	5	nsubj	_	_
4	La	_	PROPN	NNP	_	3	flat	_	_
5	doing	_	VERB	VBG	_	0	root	_	_
6	down	_	ADP	IN	_	8	case	_	_
7	the	_	DET	DT	_	8	det	_	_
8	floor	_	NOUN	NN	_	5	obl	_	_
9	?	_	PUNCT	.	_	5	punct	_	_",
that what he doesn't like .,verb,"1	that	_	_	_	_	2	nsubj	_	_
2	what	_	_	_	_	0	root	_	_
3	he	_	_	_	_	5	nsubj	_	_
4	doesn't	_	_	_	_	5	aux	_	_
5	like	_	_	_	_	2	acl:relcl	_	_
6	.	_	_	_	_	2	punct	_	_","1	that	_	SCONJ	IN	_	2	mark	_	_
2	what	_	PRON	WP	_	0	root	_	_
3	he	_	PRON	PRP	_	6	nsubj	_	_
4	does	_	AUX	VBZ	_	6	aux	_	_
5	n't	_	PART	RB	_	6	advmod	_	_
6	like	_	VERB	VB	_	2	acl:relcl	_	_
7	.	_	PUNCT	.	_	2	punct	_	_",
cause don't do that every time .,subject,"1	cause	_	_	_	_	3	mark	_	_
2	don't	_	_	_	_	3	aux	_	_
3	do	_	_	_	_	0	root	_	_
4	that	_	_	_	_	3	obj	_	_
5	every	_	_	_	_	6	det	_	_
6	time	_	_	_	_	3	obl:unmarked	_	_
7	.	_	_	_	_	3	punct	_	_","1	cause	_	SCONJ	IN	_	4	mark	_	_
2	do	_	AUX	VB	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	do	_	VERB	VB	_	0	root	_	_
5	that	_	PRON	DT	_	4	obj	_	_
6	every	_	DET	DT	_	7	det	_	_
7	time	_	NOUN	NN	_	4	obl:unmarked	_	_
8	.	_	PUNCT	.	_	4	punct	_	_",
put right on this shelf .,object,"1	put	_	_	_	_	0	root	_	_
2	right	_	_	_	_	5	advmod	_	_
3	on	_	_	_	_	5	case	_	_
4	this	_	_	_	_	5	det	_	_
5	shelf	_	_	_	_	1	obl	_	_
6	.	_	_	_	_	1	punct	_	_","1	put	_	VERB	VB	_	0	root	_	_
2	right	_	ADV	RB	_	1	advmod	_	_
3	on	_	ADP	IN	_	5	case	_	_
4	this	_	DET	DT	_	5	det	_	_
5	shelf	_	NOUN	NN	_	1	obl	_	_
6	.	_	PUNCT	.	_	1	punct	_	_",
have to cut this cake if you want another one okay ?,subject,"1	have	_	_	_	_	0	root	_	_
2	to	_	_	_	_	3	mark	_	_
3	cut	_	_	_	_	1	xcomp	_	_
4	this	_	_	_	_	5	det	_	_
5	cake	_	_	_	_	3	obj	_	_
6	if	_	_	_	_	8	mark	_	_
7	you	_	_	_	_	8	nsubj	_	_
8	want	_	_	_	_	3	advcl	_	_
9	another	_	_	_	_	10	det	_	_
10	one	_	_	_	_	8	obj	_	_
11	okay	_	_	_	_	1	discourse	_	_
12	?	_	_	_	_	1	punct	_	_","1	have	_	VERB	VB	_	0	root	_	_
2	to	_	PART	TO	_	3	mark	_	_
3	cut	_	VERB	VB	_	1	xcomp	_	_
4	this	_	DET	DT	_	5	det	_	_
5	cake	_	NOUN	NN	_	3	obj	_	_
6	if	_	SCONJ	IN	_	8	mark	_	_
7	you	_	PRON	PRP	_	8	nsubj	_	_
8	want	_	VERB	VBP	_	3	advcl	_	_
9	another	_	DET	DT	_	10	det	_	_
10	one	_	NOUN	NN	_	8	obj	_	_
11	okay	_	ADJ	JJ	_	8	xcomp	_	_
12	?	_	PUNCT	.	_	1	punct	_	_",
and pretend knife .,determiner,"1	and	_	_	_	_	3	cc	_	_
2	pretend	_	_	_	_	3	compound	_	_
3	knife	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	and	_	CCONJ	CC	_	3	cc	_	_
2	pretend	_	VERB	VB	_	3	amod	_	_
3	knife	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
she's going to give you .,object,"1	she's	_	_	_	_	2	nsubj	_	_
2	going	_	_	_	_	0	root	_	_
3	to	_	_	_	_	4	mark	_	_
4	give	_	_	_	_	2	xcomp	_	_
5	you	_	_	_	_	4	iobj	_	_
6	.	_	_	_	_	2	punct	_	_","1	she	_	PRON	PRP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	aux	_	_
3	going	_	VERB	VBG	_	0	root	_	_
4	to	_	PART	TO	_	5	mark	_	_
5	give	_	VERB	VB	_	3	xcomp	_	_
6	you	_	PRON	PRP	_	5	iobj	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
when you want another one .,preposition,"1	when	_	_	_	_	3	mark	_	_
2	you	_	_	_	_	3	nsubj	_	_
3	want	_	_	_	_	0	root	_	_
4	another	_	_	_	_	5	det	_	_
5	one	_	_	_	_	3	obj	_	_
6	.	_	_	_	_	3	punct	_	_","1	when	_	ADV	WRB	_	3	advmod	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	want	_	VERB	VBP	_	0	root	_	_
4	another	_	DET	DT	_	5	det	_	_
5	one	_	NOUN	NN	_	3	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
but this where's the cake goes .,"verb, other","1	but	_	_	_	_	2	cc	_	_
2	this	_	_	_	_	0	root	_	_
3	where's	_	_	_	_	6	advmod	_	_
4	the	_	_	_	_	5	det	_	_
5	cake	_	_	_	_	6	nsubj	_	_
6	goes	_	_	_	_	2	acl:relcl	_	_
7	.	_	_	_	_	2	punct	_	_","1	but	_	CCONJ	CC	_	7	cc	_	_
2	this	_	PRON	DT	_	7	nsubj	_	_
3	where	_	ADV	WRB	_	7	advmod	_	_
4	's	_	AUX	VBZ	_	7	aux	_	_
5	the	_	DET	DT	_	6	det	_	_
6	cake	_	NOUN	NN	_	7	nsubj	_	_
7	goes	_	VERB	VBZ	_	0	root	_	_
8	.	_	PUNCT	.	_	7	punct	_	_",
I matched the the .,object,"1	I	_	_	_	_	2	nsubj	_	_
2	matched	_	_	_	_	0	root	_	_
3	the	_	_	_	_	4	reparandum	_	_
4	the	_	_	_	_	2	obj	_	_
5	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	matched	_	VERB	VBD	_	0	root	_	_
3	the	_	DET	DT	_	4	det	_	_
4	the	_	DET	DT	_	2	obj	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
you don't know how to .,verb,"1	you	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	know	_	_	_	_	0	root	_	_
4	how	_	_	_	_	5	mark	_	_
5	to	_	_	_	_	3	ccomp	_	_
6	.	_	_	_	_	3	punct	_	_","1	you	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	know	_	VERB	VB	_	0	root	_	_
5	how	_	ADV	WRB	_	6	advmod	_	_
6	to	_	PART	TO	_	4	xcomp	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
he he bite the cake .,tense_aspect,"1	he	_	_	_	_	2	reparandum	_	_
2	he	_	_	_	_	3	nsubj	_	_
3	bite	_	_	_	_	0	root	_	_
4	the	_	_	_	_	5	det	_	_
5	cake	_	_	_	_	3	obj	_	_
6	.	_	_	_	_	3	punct	_	_","1	he	_	PRON	PRP	_	3	nsubj	_	_
2	he	_	PRON	PRP	_	3	nsubj	_	_
3	bite	_	VERB	VBP	_	0	root	_	_
4	the	_	DET	DT	_	5	det	_	_
5	cake	_	NOUN	NN	_	3	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
cause doesn't stand up very well .,subject,"1	cause	_	_	_	_	3	mark	_	_
2	doesn't	_	_	_	_	3	aux	_	_
3	stand	_	_	_	_	0	root	_	_
4	up	_	_	_	_	3	compound:prt	_	_
5	very	_	_	_	_	6	advmod	_	_
6	well	_	_	_	_	3	advmod	_	_
7	.	_	_	_	_	3	punct	_	_","1	cause	_	ADV	RB	_	4	advmod	_	_
2	does	_	AUX	VBZ	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	stand	_	VERB	VB	_	0	root	_	_
5	up	_	ADP	RP	_	4	compound:prt	_	_
6	very	_	ADV	RB	_	7	advmod	_	_
7	well	_	ADV	RB	_	4	advmod	_	_
8	.	_	PUNCT	.	_	4	punct	_	_",
on lamb because he's cold .,"subject, verb, determiner","1	on	_	_	_	_	2	case	_	_
2	lamb	_	_	_	_	0	root	_	_
3	because	_	_	_	_	5	mark	_	_
4	he's	_	_	_	_	5	cop	_	_
5	cold	_	_	_	_	2	advcl	_	_
6	.	_	_	_	_	2	punct	_	_","1	on	_	ADP	IN	_	2	case	_	_
2	lamb	_	NOUN	NN	_	0	root	_	_
3	because	_	SCONJ	IN	_	6	mark	_	_
4	he	_	PRON	PRP	_	6	nsubj	_	_
5	's	_	AUX	VBZ	_	6	cop	_	_
6	cold	_	ADJ	JJ	_	2	advcl	_	_
7	.	_	PUNCT	.	_	2	punct	_	_",
is not coming out .,subject,"1	is	_	_	_	_	3	aux	_	_
2	not	_	_	_	_	3	advmod	_	_
3	coming	_	_	_	_	0	root	_	_
4	out	_	_	_	_	3	advmod	_	_
5	.	_	_	_	_	3	punct	_	_","1	is	_	AUX	VBZ	_	3	aux	_	_
2	not	_	PART	RB	_	3	advmod	_	_
3	coming	_	VERB	VBG	_	0	root	_	_
4	out	_	ADP	RP	_	3	compound:prt	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
and then comes up .,subject,"1	and	_	_	_	_	3	cc	_	_
2	then	_	_	_	_	3	advmod	_	_
3	comes	_	_	_	_	0	root	_	_
4	up	_	_	_	_	3	advmod	_	_
5	.	_	_	_	_	3	punct	_	_","1	and	_	CCONJ	CC	_	3	cc	_	_
2	then	_	ADV	RB	_	3	advmod	_	_
3	comes	_	VERB	VBZ	_	0	root	_	_
4	up	_	ADP	RP	_	3	compound:prt	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
no right on this hurt .,"subject, verb","1	no	_	_	_	_	5	discourse	_	_
2	right	_	_	_	_	3	advmod	_	_
3	on	_	_	_	_	5	advmod	_	_
4	this	_	_	_	_	5	nsubj	_	_
5	hurt	_	_	_	_	0	root	_	_
6	.	_	_	_	_	5	punct	_	_","1	no	_	DET	DT	_	5	det	_	_
2	right	_	ADV	RB	_	5	advmod	_	_
3	on	_	ADP	IN	_	5	case	_	_
4	this	_	PRON	DT	_	5	det	_	_
5	hurt	_	NOUN	NN	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
how much people do you think liked them ?,other,"1	how	_	_	_	_	2	advmod	_	_
2	much	_	_	_	_	7	advmod	_	_
3	people	_	_	_	_	6	nsubj	_	_
4	do	_	_	_	_	6	aux	_	_
5	you	_	_	_	_	6	nsubj	_	_
6	think	_	_	_	_	0	root	_	_
7	liked	_	_	_	_	6	ccomp	_	_
8	them	_	_	_	_	7	obj	_	_
9	?	_	_	_	_	6	punct	_	_","1	how	_	ADV	WRB	_	2	advmod	_	_
2	much	_	ADJ	JJ	_	3	amod	_	_
3	people	_	NOUN	NNS	_	7	obj	_	_
4	do	_	AUX	VBP	_	6	aux	_	_
5	you	_	PRON	PRP	_	6	nsubj	_	_
6	think	_	VERB	VB	_	0	root	_	_
7	liked	_	VERB	VBN	_	6	xcomp	_	_
8	them	_	PRON	PRP	_	7	obj	_	_
9	?	_	PUNCT	.	_	6	punct	_	_",
you don't got no bluejeans on .,determiner,"1	you	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	got	_	_	_	_	0	root	_	_
4	no	_	_	_	_	5	det	_	_
5	bluejeans	_	_	_	_	3	obj	_	_
6	on	_	_	_	_	3	advmod	_	_
7	.	_	_	_	_	3	punct	_	_","1	you	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	got	_	VERB	VBN	_	0	root	_	_
5	no	_	DET	DT	_	6	det	_	_
6	bluejeans	_	NOUN	NNS	_	4	obj	_	_
7	on	_	ADP	IN	_	4	advmod	_	_
8	.	_	PUNCT	.	_	4	punct	_	_",
you mean some of the birds had a Thanksgiving .,determiner,"1	you	_	_	_	_	2	nsubj	_	_
2	mean	_	_	_	_	0	root	_	_
3	some	_	_	_	_	7	nsubj	_	_
4	of	_	_	_	_	6	case	_	_
5	the	_	_	_	_	6	det	_	_
6	birds	_	_	_	_	3	nmod	_	_
7	had	_	_	_	_	2	ccomp	_	_
8	a	_	_	_	_	9	det	_	_
9	Thanksgiving	_	_	_	_	7	obj	_	_
10	.	_	_	_	_	2	punct	_	_","1	you	_	PRON	PRP	_	2	nsubj	_	_
2	mean	_	VERB	VBP	_	7	parataxis	_	_
3	some	_	DET	DT	_	7	nsubj	_	_
4	of	_	ADP	IN	_	6	case	_	_
5	the	_	DET	DT	_	6	det	_	_
6	birds	_	NOUN	NNS	_	3	nmod	_	_
7	had	_	VERB	VBD	_	0	root	_	_
8	a	_	DET	DT	_	9	det	_	_
9	Thanksgiving	_	PROPN	NNP	_	7	obj	_	_
10	.	_	PUNCT	.	_	7	punct	_	_",
one bird had a Thanksgiving when he ate our breads .,plural,"1	one	_	_	_	_	2	nummod	_	_
2	bird	_	_	_	_	3	nsubj	_	_
3	had	_	_	_	_	0	root	_	_
4	a	_	_	_	_	5	det	_	_
5	Thanksgiving	_	_	_	_	3	obj	_	_
6	when	_	_	_	_	8	mark	_	_
7	he	_	_	_	_	8	nsubj	_	_
8	ate	_	_	_	_	5	acl:relcl	_	_
9	our	_	_	_	_	10	nmod:poss	_	_
10	breads	_	_	_	_	8	obj	_	_
11	.	_	_	_	_	3	punct	_	_","1	one	_	NUM	CD	_	2	nummod	_	_
2	bird	_	NOUN	NN	_	3	nsubj	_	_
3	had	_	VERB	VBD	_	0	root	_	_
4	a	_	DET	DT	_	5	det	_	_
5	Thanksgiving	_	NOUN	NN	_	3	obj	_	_
6	when	_	ADV	WRB	_	8	advmod	_	_
7	he	_	PRON	PRP	_	8	nsubj	_	_
8	ate	_	VERB	VBD	_	3	advcl	_	_
9	our	_	PRON	PRP$	_	10	nmod:poss	_	_
10	breads	_	NOUN	NNS	_	8	obj	_	_
11	.	_	PUNCT	.	_	3	punct	_	_",
why didn't they pay for Karen and then Karen only goes ?,tense_aspect,"1	why	_	_	_	_	4	advmod	_	_
2	didn't	_	_	_	_	4	aux	_	_
3	they	_	_	_	_	4	nsubj	_	_
4	pay	_	_	_	_	0	root	_	_
5	for	_	_	_	_	6	case	_	_
6	Karen	_	_	_	_	4	obl	_	_
7	and	_	_	_	_	11	cc	_	_
8	then	_	_	_	_	11	advmod	_	_
9	Karen	_	_	_	_	11	nsubj	_	_
10	only	_	_	_	_	11	advmod	_	_
11	goes	_	_	_	_	4	conj	_	_
12	?	_	_	_	_	4	punct	_	_","1	why	_	ADV	WRB	_	5	advmod	_	_
2	did	_	AUX	VBD	_	5	aux	_	_
3	n't	_	PART	RB	_	5	advmod	_	_
4	they	_	PRON	PRP	_	5	nsubj	_	_
5	pay	_	VERB	VB	_	0	root	_	_
6	for	_	ADP	IN	_	7	case	_	_
7	Karen	_	PROPN	NNP	_	5	obl	_	_
8	and	_	CCONJ	CC	_	12	cc	_	_
9	then	_	ADV	RB	_	12	advmod	_	_
10	Karen	_	PROPN	NNP	_	12	nsubj	_	_
11	only	_	ADV	RB	_	12	advmod	_	_
12	goes	_	VERB	VBZ	_	5	conj	_	_
13	?	_	PUNCT	.	_	5	punct	_	_",
Santa gots real magical powers if you look up he'll be up down .,tense_aspect,"1	Santa	_	_	_	_	2	nsubj	_	_
2	gots	_	_	_	_	0	root	_	_
3	real	_	_	_	_	5	amod	_	_
4	magical	_	_	_	_	5	amod	_	_
5	powers	_	_	_	_	2	obj	_	_
6	if	_	_	_	_	8	mark	_	_
7	you	_	_	_	_	8	nsubj	_	_
8	look	_	_	_	_	13	advcl	_	_
9	up	_	_	_	_	8	compound:prt	_	_
10	he'll	_	_	_	_	12	nsubj	_	_
11	be	_	_	_	_	12	cop	_	_
12	up	_	_	_	_	13	advmod	_	_
13	down	_	_	_	_	2	conj	_	_
14	.	_	_	_	_	2	punct	_	_","1	Santa	_	PROPN	NNP	_	2	nsubj	_	_
2	gots	_	VERB	VBZ	_	0	root	_	_
3	real	_	ADJ	JJ	_	5	amod	_	_
4	magical	_	ADJ	JJ	_	5	amod	_	_
5	powers	_	NOUN	NNS	_	2	obj	_	_
6	if	_	SCONJ	IN	_	8	mark	_	_
7	you	_	PRON	PRP	_	8	nsubj	_	_
8	look	_	VERB	VBP	_	13	advcl	_	_
9	up	_	ADP	RP	_	8	compound:prt	_	_
10	he	_	PRON	PRP	_	13	nsubj	_	_
11	'll	_	AUX	MD	_	13	aux	_	_
12	be	_	AUX	VB	_	13	cop	_	_
13	up	_	ADV	RB	_	2	parataxis	_	_
14	down	_	ADP	RP	_	13	advmod	_	_
15	.	_	PUNCT	.	_	2	punct	_	_",
he would just leave not presents for you .,determiner,"1	he	_	_	_	_	4	nsubj	_	_
2	would	_	_	_	_	4	aux	_	_
3	just	_	_	_	_	4	advmod	_	_
4	leave	_	_	_	_	0	root	_	_
5	not	_	_	_	_	6	advmod	_	_
6	presents	_	_	_	_	4	obj	_	_
7	for	_	_	_	_	8	case	_	_
8	you	_	_	_	_	6	nmod	_	_
9	.	_	_	_	_	4	punct	_	_","1	he	_	PRON	PRP	_	4	nsubj	_	_
2	would	_	AUX	MD	_	4	aux	_	_
3	just	_	ADV	RB	_	4	advmod	_	_
4	leave	_	VERB	VB	_	0	root	_	_
5	not	_	PART	RB	_	6	advmod	_	_
6	presents	_	NOUN	NNS	_	4	obj	_	_
7	for	_	ADP	IN	_	8	case	_	_
8	you	_	PRON	PRP	_	4	obl	_	_
9	.	_	PUNCT	.	_	4	punct	_	_",
Mom they pooping ?,auxiliary,"1	Mom	_	_	_	_	3	vocative	_	_
2	they	_	_	_	_	3	nsubj	_	_
3	pooping	_	_	_	_	0	root	_	_
4	?	_	_	_	_	3	punct	_	_","1	Mom	_	NOUN	NN	_	3	nsubj	_	_
2	they	_	PRON	PRP	_	3	nsubj	_	_
3	pooping	_	VERB	VBG	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
what they are pooping Mom ?,auxiliary,"1	what	_	_	_	_	4	obj	_	_
2	they	_	_	_	_	4	nsubj	_	_
3	are	_	_	_	_	4	aux	_	_
4	pooping	_	_	_	_	0	root	_	_
5	Mom	_	_	_	_	4	vocative	_	_
6	?	_	_	_	_	4	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	they	_	PRON	PRP	_	4	nsubj	_	_
3	are	_	AUX	VBP	_	4	aux	_	_
4	pooping	_	VERB	VBG	_	1	acl:relcl	_	_
5	Mom	_	NOUN	NN	_	4	obj	_	_
6	?	_	PUNCT	.	_	1	punct	_	_",
uhhuh Mom I have a piece okay ?,auxiliary,"1	uhhuh	_	_	_	_	4	discourse	_	_
2	Mom	_	_	_	_	4	vocative	_	_
3	I	_	_	_	_	4	nsubj	_	_
4	have	_	_	_	_	0	root	_	_
5	a	_	_	_	_	6	det	_	_
6	piece	_	_	_	_	4	obj	_	_
7	okay	_	_	_	_	4	discourse	_	_
8	?	_	_	_	_	4	punct	_	_","1	uhhuh	_	INTJ	UH	_	4	discourse	_	_
2	Mom	_	NOUN	NN	_	4	vocative	_	_
3	I	_	PRON	PRP	_	4	nsubj	_	_
4	have	_	VERB	VBP	_	0	root	_	_
5	a	_	DET	DT	_	6	det	_	_
6	piece	_	NOUN	NN	_	4	obj	_	_
7	okay	_	ADJ	JJ	_	6	amod	_	_
8	?	_	PUNCT	.	_	4	punct	_	_",
Mom I have a piece okay ?,auxiliary,"1	Mom	_	_	_	_	3	vocative	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	have	_	_	_	_	0	root	_	_
4	a	_	_	_	_	5	det	_	_
5	piece	_	_	_	_	3	obj	_	_
6	okay	_	_	_	_	3	discourse	_	_
7	?	_	_	_	_	3	punct	_	_","1	Mom	_	NOUN	NN	_	3	vocative	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	have	_	VERB	VBP	_	0	root	_	_
4	a	_	DET	DT	_	5	det	_	_
5	piece	_	NOUN	NN	_	3	obj	_	_
6	okay	_	ADJ	JJ	_	5	amod	_	_
7	?	_	PUNCT	.	_	3	punct	_	_",
my Daddy told it .,object,"1	my	_	_	_	_	2	nmod:poss	_	_
2	Daddy	_	_	_	_	3	nsubj	_	_
3	told	_	_	_	_	0	root	_	_
4	it	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	my	_	PRON	PRP$	_	2	nmod:poss	_	_
2	Daddy	_	PROPN	NNP	_	3	nsubj	_	_
3	told	_	VERB	VBD	_	0	root	_	_
4	it	_	PRON	PRP	_	3	iobj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
what's what's why that's meat for tacos ?,auxiliary,"1	what's	_	_	_	_	2	reparandum	_	_
2	what's	_	_	_	_	3	reparandum	_	_
3	why	_	_	_	_	5	advmod	_	_
4	that's	_	_	_	_	5	cop	_	_
5	meat	_	_	_	_	0	root	_	_
6	for	_	_	_	_	7	case	_	_
7	tacos	_	_	_	_	5	nmod	_	_
8	?	_	_	_	_	2	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	what	_	PRON	WP	_	0	root	_	_
4	's	_	AUX	VBZ	_	5	cop	_	_
5	why	_	ADV	WRB	_	3	advmod	_	_
6	that	_	PRON	DT	_	8	nsubj	_	_
7	's	_	AUX	VBZ	_	8	cop	_	_
8	meat	_	NOUN	NN	_	5	advcl:relcl	_	_
9	for	_	ADP	IN	_	10	case	_	_
10	tacos	_	NOUN	NNS	_	8	obl	_	_
11	?	_	PUNCT	.	_	3	punct	_	_",
Mom why that's meat for tacos ?,auxiliary,"1	Mom	_	_	_	_	4	vocative	_	_
2	why	_	_	_	_	4	advmod	_	_
3	that's	_	_	_	_	4	cop	_	_
4	meat	_	_	_	_	0	root	_	_
5	for	_	_	_	_	6	case	_	_
6	tacos	_	_	_	_	4	nmod	_	_
7	?	_	_	_	_	4	punct	_	_","1	Mom	_	NOUN	NN	_	5	vocative	_	_
2	why	_	ADV	WRB	_	5	advmod	_	_
3	that	_	PRON	DT	_	5	nsubj	_	_
4	's	_	AUX	VBZ	_	5	cop	_	_
5	meat	_	NOUN	NN	_	0	root	_	_
6	for	_	ADP	IN	_	7	case	_	_
7	tacos	_	NOUN	NNS	_	5	nmod	_	_
8	?	_	PUNCT	.	_	5	punct	_	_",
I don't want a woodpecker peck on me .,tense_aspect,"1	I	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	want	_	_	_	_	0	root	_	_
4	a	_	_	_	_	5	det	_	_
5	woodpecker	_	_	_	_	6	nsubj	_	_
6	peck	_	_	_	_	3	xcomp	_	_
7	on	_	_	_	_	8	case	_	_
8	me	_	_	_	_	6	obl	_	_
9	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	want	_	VERB	VB	_	0	root	_	_
5	a	_	DET	DT	_	7	det	_	_
6	woodpecker	_	NOUN	NN	_	7	compound	_	_
7	peck	_	NOUN	NN	_	4	obj	_	_
8	on	_	ADP	IN	_	9	case	_	_
9	me	_	PRON	PRP	_	4	obl	_	_
10	.	_	PUNCT	.	_	4	punct	_	_",
