Sentence,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
snip snip .,"1	snip	_	_	_	_	0	root	_	_
2	snip	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	snip	_	NOUN	NN	_	2	compound	_	_
2	snip	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Snip	snip	NOUN	NN	_	0	root	0:root	_
2	snip	snip	NOUN	NN	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin shoe .,"1	Nin	_	_	_	_	2	reparandum	_	_
2	Nin	_	_	_	_	3	compound	_	_
3	shoe	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	Nin	_	PROPN	NNP	_	3	compound	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	shoe	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin shoe .,"1	Nin	_	_	_	_	2	reparandum	_	_
2	Nin	_	_	_	_	3	compound	_	_
3	shoe	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	Nin	_	PROPN	NNP	_	3	compound	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	shoe	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Noo Noo .,"1	Noo	_	_	_	_	0	root	_	_
2	Noo	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Noo	_	INTJ	UH	_	2	discourse	_	_
2	Noo	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
vroom vroom .,"1	vroom	_	_	_	_	0	root	_	_
2	vroom	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	vroom	_	NOUN	NN	_	2	compound	_	_
2	vroom	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Vroom	vroom	NOUN	NN	_	0	root	0:root	_
2	vroom	vroom	NOUN	NN	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
boo boo .,"1	boo	_	_	_	_	0	root	_	_
2	boo	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	boo	_	VERB	VB	_	0	root	_	_
2	boo	_	NOUN	NN	_	1	obj	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Boo	boo	INTJ	UH	_	0	root	0:root	_
2	boo	boo	PROPN	NNP	_	1	flat	1:flat	SpaceAfter=No
3	!	!	PUNCT	!	_	1	punct	1:punct	_
"
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Daddy do it .,"1	Daddy	_	_	_	_	2	vocative	_	_
2	do	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	Daddy	_	PROPN	NNP	_	2	nsubj	_	_
2	do	_	VERB	VB	_	0	root	_	_
3	it	_	PRON	PRP	_	2	obj	_	_
4	.	_	PUNCT	.	_	2	punct	_	_","1	Daddy	Daddy	PROPN	NNP	_	2	nsubj	2:nsubj	_
2	do	do	VERB	VB	_	0	root	0:root	_
3	it	it	PRON	PRP	_	2	obj	2:obj	SpaceAfter=No
4	.	.	PUNCT	.	_	2	punct	2:punct	_
"
Daddy do it .,"1	Daddy	_	_	_	_	2	vocative	_	_
2	do	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	Daddy	_	PROPN	NNP	_	2	nsubj	_	_
2	do	_	VERB	VB	_	0	root	_	_
3	it	_	PRON	PRP	_	2	obj	_	_
4	.	_	PUNCT	.	_	2	punct	_	_","1	Daddy	Daddy	PROPN	NNP	_	2	nsubj	2:nsubj	_
2	do	do	VERB	VB	_	0	root	0:root	_
3	it	it	PRON	PRP	_	2	obj	2:obj	SpaceAfter=No
4	.	.	PUNCT	.	_	2	punct	2:punct	_
"
num um .,"1	num	_	_	_	_	0	root	_	_
2	um	_	_	_	_	1	flat	_	_
3	.	_	_	_	_	1	punct	_	_","1	num	_	INTJ	UH	_	0	root	_	_
2	um	_	INTJ	UH	_	1	discourse	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
a nanny donut .,"1	a	_	_	_	_	3	det	_	_
2	nanny	_	_	_	_	3	compound	_	_
3	donut	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	a	_	DET	DT	_	2	det	_	_
2	nanny	_	NOUN	NN	_	3	nsubj	_	_
3	do	_	VERB	VB	_	0	root	_	_
4	nut	_	NOUN	NN	_	3	obj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
a nanny donut !,"1	a	_	_	_	_	3	det	_	_
2	nanny	_	_	_	_	3	compound	_	_
3	donut	_	_	_	_	0	root	_	_
4	!	_	_	_	_	3	punct	_	_","1	a	_	DET	DT	_	2	det	_	_
2	nanny	_	NOUN	NN	_	3	nsubj	_	_
3	do	_	VERB	VB	_	0	root	_	_
4	nut	_	NOUN	NN	_	3	obj	_	_
5	!	_	PUNCT	.	_	3	punct	_	_",
nanny a donut !,"1	nanny	_	_	_	_	3	vocative	_	_
2	a	_	_	_	_	3	det	_	_
3	donut	_	_	_	_	0	root	_	_
4	!	_	_	_	_	3	punct	_	_","1	nanny	_	NOUN	NN	_	3	nsubj	_	_
2	a	_	DET	DT	_	3	det	_	_
3	donut	_	NOUN	NN	_	0	root	_	_
4	!	_	PUNCT	.	_	3	punct	_	_",
um um .,"1	um	_	_	_	_	0	root	_	_
2	um	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	um	_	INTJ	UH	_	0	root	_	_
2	um	_	INTJ	UH	_	1	discourse	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
eat mommy .,"1	eat	_	_	_	_	0	root	_	_
2	mommy	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	eat	_	VERB	VB	_	0	root	_	_
2	mommy	_	NOUN	NN	_	1	obj	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
eat mommy .,"1	eat	_	_	_	_	0	root	_	_
2	mommy	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	eat	_	VERB	VB	_	0	root	_	_
2	mommy	_	NOUN	NN	_	1	obj	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
oh there's a lot of engines on .,"1	oh	_	_	_	_	4	discourse	_	_
2	there's	_	_	_	_	4	expl	_	_
3	a	_	_	_	_	4	det	_	_
4	lot	_	_	_	_	0	root	_	_
5	of	_	_	_	_	6	case	_	_
6	engines	_	_	_	_	4	nmod	_	_
7	on	_	_	_	_	4	advmod	_	_
8	.	_	_	_	_	4	punct	_	_","1	oh	_	INTJ	UH	_	3	discourse	_	_
2	there	_	PRON	EX	_	3	expl	_	_
3	's	_	VERB	VBZ	_	0	root	_	_
4	a	_	DET	DT	_	5	det	_	_
5	lot	_	NOUN	NN	_	3	nsubj	_	_
6	of	_	ADP	IN	_	7	case	_	_
7	engines	_	NOUN	NNS	_	5	nmod	_	_
8	on	_	ADP	IN	_	3	advmod	_	_
9	.	_	PUNCT	.	_	3	punct	_	_",
two three .,"1	two	_	_	_	_	0	root	_	_
2	three	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	two	_	NUM	CD	_	2	nummod	_	_
2	three	_	NUM	CD	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Two	two	NUM	CD	_	0	root	0:root	_
2	three	three	NUM	CD	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
blue green .,"1	blue	_	_	_	_	0	root	_	_
2	green	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	blue	_	ADJ	JJ	_	2	amod	_	_
2	green	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
no no sing that .,"1	no	_	_	_	_	3	discourse	_	_
2	no	_	_	_	_	1	conj	_	_
3	sing	_	_	_	_	0	root	_	_
4	that	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	no	_	INTJ	UH	_	3	discourse	_	_
2	no	_	INTJ	UH	_	3	discourse	_	_
3	sing	_	VERB	VB	_	0	root	_	_
4	that	_	PRON	DT	_	3	obj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
fire a fire a fire on the line .,"1	fire	_	_	_	_	0	root	_	_
2	a	_	_	_	_	3	det	_	_
3	fire	_	_	_	_	1	conj	_	_
4	a	_	_	_	_	5	det	_	_
5	fire	_	_	_	_	1	parataxis	_	_
6	on	_	_	_	_	8	case	_	_
7	the	_	_	_	_	8	det	_	_
8	line	_	_	_	_	5	nmod	_	_
9	.	_	_	_	_	1	punct	_	_","1	fire	_	VERB	VB	_	0	root	_	_
2	a	_	DET	DT	_	3	det	_	_
3	fire	_	NOUN	NN	_	1	obj	_	_
4	a	_	DET	DT	_	5	det	_	_
5	fire	_	NOUN	NN	_	1	obj	_	_
6	on	_	ADP	IN	_	8	case	_	_
7	the	_	DET	DT	_	8	det	_	_
8	line	_	NOUN	NN	_	1	obl	_	_
9	.	_	PUNCT	.	_	1	punct	_	_",
here's the digger fix .,"1	here's	_	_	_	_	0	root	_	_
2	the	_	_	_	_	4	det	_	_
3	digger	_	_	_	_	4	compound	_	_
4	fix	_	_	_	_	1	nsubj	_	_
5	.	_	_	_	_	1	punct	_	_","1	here	_	ADV	RB	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	the	_	DET	DT	_	5	det	_	_
4	digger	_	NOUN	NN	_	5	compound	_	_
5	fix	_	NOUN	NN	_	1	nsubj	_	_
6	.	_	PUNCT	.	_	1	punct	_	_",
don't know .,"1	don't	_	_	_	_	2	aux	_	_
2	know	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	do	_	AUX	VBP	_	3	aux	_	_
2	n't	_	PART	RB	_	3	advmod	_	_
3	know	_	VERB	VB	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
more like a digger .,"1	more	_	_	_	_	4	advmod	_	_
2	like	_	_	_	_	4	case	_	_
3	a	_	_	_	_	4	det	_	_
4	digger	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	more	_	ADJ	JJR	_	0	root	_	_
2	like	_	ADP	IN	_	4	case	_	_
3	a	_	DET	DT	_	4	det	_	_
4	digger	_	NOUN	NN	_	1	obl	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
lot lots of fire on your side .,"1	lot	_	_	_	_	2	reparandum	_	_
2	lots	_	_	_	_	0	root	_	_
3	of	_	_	_	_	4	case	_	_
4	fire	_	_	_	_	2	nmod	_	_
5	on	_	_	_	_	7	case	_	_
6	your	_	_	_	_	7	nmod:poss	_	_
7	side	_	_	_	_	4	nmod	_	_
8	.	_	_	_	_	2	punct	_	_","1	lot	_	NOUN	NN	_	2	compound	_	_
2	lots	_	NOUN	NNS	_	0	root	_	_
3	of	_	ADP	IN	_	4	case	_	_
4	fire	_	NOUN	NN	_	2	nmod	_	_
5	on	_	ADP	IN	_	7	case	_	_
6	your	_	PRON	PRP$	_	7	nmod:poss	_	_
7	side	_	NOUN	NN	_	2	nmod	_	_
8	.	_	PUNCT	.	_	2	punct	_	_",
it's it's not lots of passengers .,"1	it's	_	_	_	_	2	reparandum	_	_
2	it's	_	_	_	_	4	nsubj	_	_
3	not	_	_	_	_	4	advmod	_	_
4	lots	_	_	_	_	0	root	_	_
5	of	_	_	_	_	6	case	_	_
6	passengers	_	_	_	_	4	nmod	_	_
7	.	_	_	_	_	4	punct	_	_","1	it	_	PRON	PRP	_	6	nsubj	_	_
2	's	_	AUX	VBZ	_	6	cop	_	_
3	it	_	PRON	PRP	_	6	nsubj	_	_
4	's	_	AUX	VBZ	_	6	cop	_	_
5	not	_	PART	RB	_	6	advmod	_	_
6	lots	_	NOUN	NNS	_	0	root	_	_
7	of	_	ADP	IN	_	8	case	_	_
8	passengers	_	NOUN	NNS	_	6	nmod	_	_
9	.	_	PUNCT	.	_	6	punct	_	_",
no Mummy touch them .,"1	no	_	_	_	_	3	discourse	_	_
2	Mummy	_	_	_	_	3	vocative	_	_
3	touch	_	_	_	_	0	root	_	_
4	them	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	no	_	DET	DT	_	2	det	_	_
2	Mummy	_	NOUN	NN	_	3	nsubj	_	_
3	touch	_	VERB	VB	_	0	root	_	_
4	them	_	PRON	PRP	_	3	obj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
stop a minute .,"1	stop	_	_	_	_	0	root	_	_
2	a	_	_	_	_	3	det	_	_
3	minute	_	_	_	_	1	obl:unmarked	_	_
4	.	_	_	_	_	1	punct	_	_","1	stop	_	VERB	VB	_	0	root	_	_
2	a	_	DET	DT	_	3	det	_	_
3	minute	_	NOUN	NN	_	1	obj	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
a driver a driver a driver .,"1	a	_	_	_	_	2	det	_	_
2	driver	_	_	_	_	0	root	_	_
3	a	_	_	_	_	4	det	_	_
4	driver	_	_	_	_	2	conj	_	_
5	a	_	_	_	_	6	det	_	_
6	driver	_	_	_	_	2	conj	_	_
7	.	_	_	_	_	2	punct	_	_","1	a	_	DET	DT	_	2	det	_	_
2	driver	_	NOUN	NN	_	0	root	_	_
3	a	_	DET	DT	_	4	det	_	_
4	driver	_	NOUN	NN	_	2	appos	_	_
5	a	_	DET	DT	_	6	det	_	_
6	driver	_	NOUN	NN	_	4	appos	_	_
7	.	_	PUNCT	.	_	2	punct	_	_",
dig dig dig .,"1	dig	_	_	_	_	0	root	_	_
2	dig	_	_	_	_	1	conj	_	_
3	dig	_	_	_	_	1	conj	_	_
4	.	_	_	_	_	1	punct	_	_","1	dig	_	VERB	VB	_	0	root	_	_
2	dig	_	NOUN	NN	_	3	compound	_	_
3	dig	_	NOUN	NN	_	1	obj	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
shh shh .,"1	shh	_	_	_	_	0	root	_	_
2	shh	_	_	_	_	1	flat	_	_
3	.	_	_	_	_	1	punct	_	_","1	shh	_	INTJ	UH	_	2	discourse	_	_
2	shh	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
um um .,"1	um	_	_	_	_	0	root	_	_
2	um	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	um	_	INTJ	UH	_	0	root	_	_
2	um	_	INTJ	UH	_	1	discourse	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
there's the cars .,"1	there's	_	_	_	_	0	root	_	_
2	the	_	_	_	_	3	det	_	_
3	cars	_	_	_	_	1	nsubj	_	_
4	.	_	_	_	_	1	punct	_	_","1	there	_	PRON	EX	_	2	expl	_	_
2	's	_	VERB	VBZ	_	0	root	_	_
3	the	_	DET	DT	_	4	det	_	_
4	cars	_	NOUN	NNS	_	2	nsubj	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
shh shh .,"1	shh	_	_	_	_	0	root	_	_
2	shh	_	_	_	_	1	flat	_	_
3	.	_	_	_	_	1	punct	_	_","1	shh	_	INTJ	UH	_	2	discourse	_	_
2	shh	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
another one near Sue's house .,"1	another	_	_	_	_	2	det	_	_
2	one	_	_	_	_	0	root	_	_
3	near	_	_	_	_	5	case	_	_
4	Sue's	_	_	_	_	5	nmod:poss	_	_
5	house	_	_	_	_	2	nmod	_	_
6	.	_	_	_	_	2	punct	_	_","1	another	_	DET	DT	_	2	det	_	_
2	one	_	NOUN	NN	_	0	root	_	_
3	near	_	ADP	IN	_	6	case	_	_
4	Sue	_	PROPN	NNP	_	6	nmod:poss	_	_
5	's	_	PART	POS	_	4	case	_	_
6	house	_	NOUN	NN	_	2	nmod	_	_
7	.	_	PUNCT	.	_	2	punct	_	_",
one two three .,"1	one	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	conj	_	_
3	three	_	_	_	_	1	conj	_	_
4	.	_	_	_	_	1	punct	_	_","1	one	_	NUM	CD	_	3	nummod	_	_
2	two	_	NUM	CD	_	3	nummod	_	_
3	three	_	NUM	CD	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_","1	One	one	NUM	CD	_	0	root	0:root	_
2	two	two	NUM	CD	_	1	conj	1:conj	_
3	three	three	NUM	CD	_	1	conj	1:conj	SpaceAfter=No
4	.	.	PUNCT	.	_	1	punct	1:punct	_
"
one two three .,"1	one	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	conj	_	_
3	three	_	_	_	_	1	conj	_	_
4	.	_	_	_	_	1	punct	_	_","1	one	_	NUM	CD	_	3	nummod	_	_
2	two	_	NUM	CD	_	3	nummod	_	_
3	three	_	NUM	CD	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_","1	One	one	NUM	CD	_	0	root	0:root	_
2	two	two	NUM	CD	_	1	conj	1:conj	_
3	three	three	NUM	CD	_	1	conj	1:conj	SpaceAfter=No
4	.	.	PUNCT	.	_	1	punct	1:punct	_
"
a a red one .,"1	a	_	_	_	_	2	reparandum	_	_
2	a	_	_	_	_	4	det	_	_
3	red	_	_	_	_	4	amod	_	_
4	one	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	a	_	DET	DT	_	4	det	_	_
2	a	_	DET	DT	_	4	det	_	_
3	red	_	ADJ	JJ	_	4	amod	_	_
4	one	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
a baby one .,"1	a	_	_	_	_	3	det	_	_
2	baby	_	_	_	_	3	amod	_	_
3	one	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	a	_	DET	DT	_	3	det	_	_
2	baby	_	NOUN	NN	_	3	compound	_	_
3	one	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
a baby one .,"1	a	_	_	_	_	3	det	_	_
2	baby	_	_	_	_	3	amod	_	_
3	one	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	a	_	DET	DT	_	3	det	_	_
2	baby	_	NOUN	NN	_	3	compound	_	_
3	one	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
fall down .,"1	fall	_	_	_	_	0	root	_	_
2	down	_	_	_	_	1	advmod	_	_
3	.	_	_	_	_	1	punct	_	_","1	fall	_	VERB	VB	_	0	root	_	_
2	down	_	ADP	RP	_	1	compound:prt	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Fall	fall	VERB	VB	_	0	root	0:root	_
2	down	down	ADP	RP	_	1	compound:prt	1:compound:prt	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
all up .,"1	all	_	_	_	_	2	advmod	_	_
2	up	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	all	_	DET	DT	_	2	det	_	_
2	up	_	ADP	RP	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	All	all	ADV	DT	_	2	advmod	2:advmod	_
2	up	up	ADV	RB	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
do it maam .,"1	do	_	_	_	_	0	root	_	_
2	it	_	_	_	_	1	obj	_	_
3	maam	_	_	_	_	1	vocative	_	_
4	.	_	_	_	_	1	punct	_	_","1	do	_	VERB	VB	_	0	root	_	_
2	it	_	PRON	PRP	_	1	obj	_	_
3	maam	_	VERB	VB	_	1	xcomp	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
walk this line walk up this line .,"1	walk	_	_	_	_	0	root	_	_
2	this	_	_	_	_	3	det	_	_
3	line	_	_	_	_	1	obj	_	_
4	walk	_	_	_	_	1	parataxis	_	_
5	up	_	_	_	_	4	compound:prt	_	_
6	this	_	_	_	_	7	det	_	_
7	line	_	_	_	_	4	obl	_	_
8	.	_	_	_	_	1	punct	_	_","1	walk	_	VERB	VB	_	0	root	_	_
2	this	_	DET	DT	_	3	det	_	_
3	line	_	NOUN	NN	_	1	obj	_	_
4	walk	_	VERB	VB	_	1	xcomp	_	_
5	up	_	ADP	IN	_	7	case	_	_
6	this	_	DET	DT	_	7	det	_	_
7	line	_	NOUN	NN	_	4	obl	_	_
8	.	_	PUNCT	.	_	1	punct	_	_",
