Sentence,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
I like tacos tacos tacos tacos !,"1	I	_	_	_	_	2	nsubj	_	_
2	like	_	_	_	_	0	root	_	_
3	tacos	_	_	_	_	2	obj	_	_
4	tacos	_	_	_	_	3	conj	_	_
5	tacos	_	_	_	_	3	conj	_	_
6	tacos	_	_	_	_	3	conj	_	_
7	!	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	like	_	VERB	VBP	_	0	root	_	_
3	tacos	_	NOUN	NNS	_	4	compound	_	_
4	tacos	_	NOUN	NNS	_	6	compound	_	_
5	tacos	_	NOUN	NNS	_	6	compound	_	_
6	tacos	_	NOUN	NNS	_	2	obj	_	_
7	!	_	PUNCT	.	_	2	punct	_	_",
you put it all in there ?,"1	you	_	_	_	_	2	nsubj	_	_
2	put	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	all	_	_	_	_	3	det	_	_
5	in	_	_	_	_	6	case	_	_
6	there	_	_	_	_	2	obl	_	_
7	?	_	_	_	_	2	punct	_	_","1	you	_	PRON	PRP	_	2	nsubj	_	_
2	put	_	VERB	VBP	_	0	root	_	_
3	it	_	PRON	PRP	_	2	obj	_	_
4	all	_	DET	DT	_	2	advmod	_	_
5	in	_	ADP	IN	_	6	case	_	_
6	there	_	ADV	RB	_	2	obl	_	_
7	?	_	PUNCT	.	_	2	punct	_	_",
you put it all in there ?,"1	you	_	_	_	_	2	nsubj	_	_
2	put	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	all	_	_	_	_	3	det	_	_
5	in	_	_	_	_	6	case	_	_
6	there	_	_	_	_	2	obl	_	_
7	?	_	_	_	_	2	punct	_	_","1	you	_	PRON	PRP	_	2	nsubj	_	_
2	put	_	VERB	VBP	_	0	root	_	_
3	it	_	PRON	PRP	_	2	obj	_	_
4	all	_	DET	DT	_	2	advmod	_	_
5	in	_	ADP	IN	_	6	case	_	_
6	there	_	ADV	RB	_	2	obl	_	_
7	?	_	PUNCT	.	_	2	punct	_	_",
what's that Mommy ?,"1	what's	_	_	_	_	0	root	_	_
2	that	_	_	_	_	1	nsubj	_	_
3	Mommy	_	_	_	_	1	vocative	_	_
4	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	4	nsubj	_	_
2	's	_	AUX	VBZ	_	4	cop	_	_
3	that	_	PRON	DT	_	4	nsubj	_	_
4	Mommy	_	PROPN	NNP	_	0	root	_	_
5	?	_	PUNCT	.	_	4	punct	_	_",
what's that Mommy ?,"1	what's	_	_	_	_	0	root	_	_
2	that	_	_	_	_	1	nsubj	_	_
3	Mommy	_	_	_	_	1	vocative	_	_
4	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	4	nsubj	_	_
2	's	_	AUX	VBZ	_	4	cop	_	_
3	that	_	PRON	DT	_	4	nsubj	_	_
4	Mommy	_	PROPN	NNP	_	0	root	_	_
5	?	_	PUNCT	.	_	4	punct	_	_",
how'd you put some a lot of money in there Mom ?,"1	how'd	_	_	_	_	3	advmod	_	_
2	you	_	_	_	_	3	nsubj	_	_
3	put	_	_	_	_	0	root	_	_
4	some	_	_	_	_	5	reparandum	_	_
5	a	_	_	_	_	6	det	_	_
6	lot	_	_	_	_	3	obj	_	_
7	of	_	_	_	_	8	case	_	_
8	money	_	_	_	_	6	nmod	_	_
9	in	_	_	_	_	10	case	_	_
10	there	_	_	_	_	3	obl	_	_
11	Mom	_	_	_	_	3	vocative	_	_
12	?	_	_	_	_	3	punct	_	_","1	how	_	ADV	WRB	_	4	advmod	_	_
2	'd	_	AUX	MD	_	4	aux	_	_
3	you	_	PRON	PRP	_	4	nsubj	_	_
4	put	_	VERB	VB	_	0	root	_	_
5	some	_	DET	DT	_	7	det	_	_
6	a	_	DET	DT	_	7	det	_	_
7	lot	_	NOUN	NN	_	4	obj	_	_
8	of	_	ADP	IN	_	9	case	_	_
9	money	_	NOUN	NN	_	7	nmod	_	_
10	in	_	ADP	IN	_	12	case	_	_
11	there	_	PRON	PRP$	_	12	nmod:poss	_	_
12	Mom	_	NOUN	NN	_	4	obl	_	_
13	?	_	PUNCT	.	_	4	punct	_	_",
Mom that's not all .,"1	Mom	_	_	_	_	4	vocative	_	_
2	that's	_	_	_	_	4	cop	_	_
3	not	_	_	_	_	4	advmod	_	_
4	all	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	Mom	_	NOUN	NN	_	5	vocative	_	_
2	that	_	PRON	DT	_	5	nsubj	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	not	_	PART	RB	_	5	advmod	_	_
5	all	_	DET	DT	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
Mom that's not all .,"1	Mom	_	_	_	_	4	vocative	_	_
2	that's	_	_	_	_	4	cop	_	_
3	not	_	_	_	_	4	advmod	_	_
4	all	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	Mom	_	NOUN	NN	_	5	vocative	_	_
2	that	_	PRON	DT	_	5	nsubj	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	not	_	PART	RB	_	5	advmod	_	_
5	all	_	DET	DT	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
that's not all .,"1	that's	_	_	_	_	3	cop	_	_
2	not	_	_	_	_	3	advmod	_	_
3	all	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	that	_	PRON	DT	_	4	nsubj	_	_
2	's	_	AUX	VBZ	_	4	cop	_	_
3	not	_	PART	RB	_	4	advmod	_	_
4	all	_	DET	DT	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
what's that Mom ?,"1	what's	_	_	_	_	0	root	_	_
2	that	_	_	_	_	1	nsubj	_	_
3	Mom	_	_	_	_	1	vocative	_	_
4	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	that	_	DET	DT	_	4	det	_	_
4	Mom	_	NOUN	NN	_	1	nsubj	_	_
5	?	_	PUNCT	.	_	1	punct	_	_",
uhhuh Mom I can't believe that .,"1	uhhuh	_	_	_	_	5	discourse	_	_
2	Mom	_	_	_	_	5	vocative	_	_
3	I	_	_	_	_	5	nsubj	_	_
4	can't	_	_	_	_	5	aux	_	_
5	believe	_	_	_	_	0	root	_	_
6	that	_	_	_	_	5	obj	_	_
7	.	_	_	_	_	5	punct	_	_","1	uhhuh	_	INTJ	UH	_	6	discourse	_	_
2	Mom	_	NOUN	NN	_	6	vocative	_	_
3	I	_	PRON	PRP	_	6	nsubj	_	_
4	ca	_	AUX	MD	_	6	aux	_	_
5	n't	_	PART	RB	_	6	advmod	_	_
6	believe	_	VERB	VB	_	0	root	_	_
7	that	_	PRON	DT	_	6	obj	_	_
8	.	_	PUNCT	.	_	6	punct	_	_",
Mom Mom I saw a big big big eagle .,"1	Mom	_	_	_	_	4	vocative	_	_
2	Mom	_	_	_	_	1	conj	_	_
3	I	_	_	_	_	4	nsubj	_	_
4	saw	_	_	_	_	0	root	_	_
5	a	_	_	_	_	9	det	_	_
6	big	_	_	_	_	9	amod	_	_
7	big	_	_	_	_	6	conj	_	_
8	big	_	_	_	_	6	conj	_	_
9	eagle	_	_	_	_	4	obj	_	_
10	.	_	_	_	_	4	punct	_	_","1	Mom	_	NOUN	NN	_	4	vocative	_	_
2	Mom	_	NOUN	NN	_	1	flat	_	_
3	I	_	PRON	PRP	_	4	nsubj	_	_
4	saw	_	VERB	VBD	_	0	root	_	_
5	a	_	DET	DT	_	9	det	_	_
6	big	_	ADJ	JJ	_	9	amod	_	_
7	big	_	ADJ	JJ	_	9	amod	_	_
8	big	_	ADJ	JJ	_	9	amod	_	_
9	eagle	_	NOUN	NN	_	4	obj	_	_
10	.	_	PUNCT	.	_	4	punct	_	_",
uhhuh I still can't believe that .,"1	uhhuh	_	_	_	_	5	discourse	_	_
2	I	_	_	_	_	5	nsubj	_	_
3	still	_	_	_	_	5	advmod	_	_
4	can't	_	_	_	_	5	aux	_	_
5	believe	_	_	_	_	0	root	_	_
6	that	_	_	_	_	5	obj	_	_
7	.	_	_	_	_	5	punct	_	_","1	uhhuh	_	INTJ	UH	_	6	discourse	_	_
2	I	_	PRON	PRP	_	6	nsubj	_	_
3	still	_	ADV	RB	_	6	advmod	_	_
4	ca	_	AUX	MD	_	6	aux	_	_
5	n't	_	PART	RB	_	6	advmod	_	_
6	believe	_	VERB	VB	_	0	root	_	_
7	that	_	PRON	DT	_	6	obj	_	_
8	.	_	PUNCT	.	_	6	punct	_	_",
uhuh I said no !,"1	uhuh	_	_	_	_	3	discourse	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	said	_	_	_	_	0	root	_	_
4	no	_	_	_	_	3	obj	_	_
5	!	_	_	_	_	3	punct	_	_","1	uhuh	_	INTJ	UH	_	3	discourse	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	said	_	VERB	VBD	_	0	root	_	_
4	no	_	INTJ	UH	_	3	discourse	_	_
5	!	_	PUNCT	.	_	3	punct	_	_",
I just said no !,"1	I	_	_	_	_	3	nsubj	_	_
2	just	_	_	_	_	3	advmod	_	_
3	said	_	_	_	_	0	root	_	_
4	no	_	_	_	_	3	obj	_	_
5	!	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	just	_	ADV	RB	_	3	advmod	_	_
3	said	_	VERB	VBD	_	0	root	_	_
4	no	_	INTJ	UH	_	3	discourse	_	_
5	!	_	PUNCT	.	_	3	punct	_	_",
I get a hole in my hole in my mouth and my nose and my eyes and here and here and here and here and here and here and here and here and here and here .,"1	I	_	_	_	_	2	nsubj	_	_
2	get	_	_	_	_	0	root	_	_
3	a	_	_	_	_	4	det	_	_
4	hole	_	_	_	_	2	obj	_	_
5	in	_	_	_	_	7	case	_	_
6	my	_	_	_	_	7	nmod:poss	_	_
7	hole	_	_	_	_	2	obl	_	_
8	in	_	_	_	_	10	case	_	_
9	my	_	_	_	_	10	nmod:poss	_	_
10	mouth	_	_	_	_	2	obl	_	_
11	and	_	_	_	_	13	cc	_	_
12	my	_	_	_	_	13	nmod:poss	_	_
13	nose	_	_	_	_	10	conj	_	_
14	and	_	_	_	_	16	cc	_	_
15	my	_	_	_	_	16	nmod:poss	_	_
16	eyes	_	_	_	_	10	conj	_	_
17	and	_	_	_	_	18	cc	_	_
18	here	_	_	_	_	2	conj	_	_
19	and	_	_	_	_	20	cc	_	_
20	here	_	_	_	_	18	conj	_	_
21	and	_	_	_	_	22	cc	_	_
22	here	_	_	_	_	18	conj	_	_
23	and	_	_	_	_	26	cc	_	_
24	here	_	_	_	_	18	conj	_	_
25	and	_	_	_	_	26	cc	_	_
26	here	_	_	_	_	18	conj	_	_
27	and	_	_	_	_	28	cc	_	_
28	here	_	_	_	_	18	conj	_	_
29	and	_	_	_	_	30	cc	_	_
30	here	_	_	_	_	18	conj	_	_
31	and	_	_	_	_	32	cc	_	_
32	here	_	_	_	_	18	conj	_	_
33	and	_	_	_	_	36	cc	_	_
34	here	_	_	_	_	2	conj	_	_
35	and	_	_	_	_	36	cc	_	_
36	here	_	_	_	_	18	conj	_	_
37	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	get	_	VERB	VBP	_	0	root	_	_
3	a	_	DET	DT	_	4	det	_	_
4	hole	_	NOUN	NN	_	2	obj	_	_
5	in	_	ADP	IN	_	7	case	_	_
6	my	_	PRON	PRP$	_	7	nmod:poss	_	_
7	hole	_	NOUN	NN	_	2	obl	_	_
8	in	_	ADP	IN	_	10	case	_	_
9	my	_	PRON	PRP$	_	10	nmod:poss	_	_
10	mouth	_	NOUN	NN	_	2	obl	_	_
11	and	_	CCONJ	CC	_	13	cc	_	_
12	my	_	PRON	PRP$	_	13	nmod:poss	_	_
13	nose	_	NOUN	NN	_	4	conj	_	_
14	and	_	CCONJ	CC	_	16	cc	_	_
15	my	_	PRON	PRP$	_	16	nmod:poss	_	_
16	eyes	_	NOUN	NNS	_	13	conj	_	_
17	and	_	CCONJ	CC	_	18	cc	_	_
18	here	_	ADV	RB	_	13	conj	_	_
19	and	_	CCONJ	CC	_	20	cc	_	_
20	here	_	ADV	RB	_	18	conj	_	_
21	and	_	CCONJ	CC	_	22	cc	_	_
22	here	_	ADV	RB	_	18	conj	_	_
23	and	_	CCONJ	CC	_	24	cc	_	_
24	here	_	ADV	RB	_	22	conj	_	_
25	and	_	CCONJ	CC	_	26	cc	_	_
26	here	_	ADV	RB	_	22	conj	_	_
27	and	_	CCONJ	CC	_	28	cc	_	_
28	here	_	ADV	RB	_	26	conj	_	_
29	and	_	CCONJ	CC	_	30	cc	_	_
30	here	_	ADV	RB	_	26	conj	_	_
31	and	_	CCONJ	CC	_	32	cc	_	_
32	here	_	ADV	RB	_	30	conj	_	_
33	and	_	CCONJ	CC	_	34	cc	_	_
34	here	_	ADV	RB	_	32	conj	_	_
35	and	_	CCONJ	CC	_	36	cc	_	_
36	here	_	ADV	RB	_	34	conj	_	_
37	.	_	PUNCT	.	_	2	punct	_	_",
I also like this goes around and makes these things flat .,"1	I	_	_	_	_	3	nsubj	_	_
2	also	_	_	_	_	3	advmod	_	_
3	like	_	_	_	_	0	root	_	_
4	this	_	_	_	_	3	obj	_	_
5	goes	_	_	_	_	3	parataxis	_	_
6	around	_	_	_	_	5	advmod	_	_
7	and	_	_	_	_	8	cc	_	_
8	makes	_	_	_	_	5	conj	_	_
9	these	_	_	_	_	10	det	_	_
10	things	_	_	_	_	8	obj	_	_
11	flat	_	_	_	_	8	xcomp	_	_
12	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	also	_	ADV	RB	_	3	advmod	_	_
3	like	_	VERB	VBP	_	0	root	_	_
4	this	_	PRON	DT	_	5	nsubj	_	_
5	goes	_	VERB	VBZ	_	3	ccomp	_	_
6	around	_	ADV	RB	_	5	advmod	_	_
7	and	_	CCONJ	CC	_	8	cc	_	_
8	makes	_	VERB	VBZ	_	5	conj	_	_
9	these	_	DET	DT	_	10	det	_	_
10	things	_	NOUN	NNS	_	8	obj	_	_
11	flat	_	ADJ	JJ	_	8	xcomp	_	_
12	.	_	PUNCT	.	_	3	punct	_	_",
Mom what's this letter ?,"1	Mom	_	_	_	_	2	vocative	_	_
2	what's	_	_	_	_	0	root	_	_
3	this	_	_	_	_	4	det	_	_
4	letter	_	_	_	_	2	nsubj	_	_
5	?	_	_	_	_	2	punct	_	_","1	Mom	_	NOUN	NN	_	2	nsubj	_	_
2	what	_	PRON	WP	_	0	root	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	this	_	DET	DT	_	5	det	_	_
5	letter	_	NOUN	NN	_	2	nsubj	_	_
6	?	_	PUNCT	.	_	2	punct	_	_",
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
that's the onion I picked .,"1	that's	_	_	_	_	3	nsubj	_	_
2	the	_	_	_	_	3	det	_	_
3	onion	_	_	_	_	0	root	_	_
4	I	_	_	_	_	5	nsubj	_	_
5	picked	_	_	_	_	3	acl:relcl	_	_
6	.	_	_	_	_	3	punct	_	_","1	that	_	PRON	DT	_	4	nsubj	_	_
2	's	_	AUX	VBZ	_	4	cop	_	_
3	the	_	DET	DT	_	4	det	_	_
4	onion	_	NOUN	NN	_	0	root	_	_
5	I	_	PRON	PRP	_	6	nsubj	_	_
6	picked	_	VERB	VBD	_	4	acl:relcl	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
uhhuh Mommy Mommy see Mommy see Mommy see .,"1	uhhuh	_	_	_	_	4	discourse	_	_
2	Mommy	_	_	_	_	4	vocative	_	_
3	Mommy	_	_	_	_	4	nsubj	_	_
4	see	_	_	_	_	0	root	_	_
5	Mommy	_	_	_	_	6	nsubj	_	_
6	see	_	_	_	_	4	parataxis	_	_
7	Mommy	_	_	_	_	8	nsubj	_	_
8	see	_	_	_	_	6	parataxis	_	_
9	.	_	_	_	_	4	punct	_	_","1	uhhuh	_	INTJ	UH	_	4	discourse	_	_
2	Mommy	_	PROPN	NNP	_	4	nsubj	_	_
3	Mommy	_	PROPN	NNP	_	2	flat	_	_
4	see	_	VERB	VB	_	0	root	_	_
5	Mommy	_	PROPN	NNP	_	4	obj	_	_
6	see	_	VERB	VB	_	4	xcomp	_	_
7	Mommy	_	PROPN	NNP	_	6	obj	_	_
8	see	_	VERB	VB	_	6	xcomp	_	_
9	.	_	PUNCT	.	_	4	punct	_	_",
Mom Mommy see Mommy see .,"1	Mom	_	_	_	_	3	vocative	_	_
2	Mommy	_	_	_	_	1	conj	_	_
3	see	_	_	_	_	0	root	_	_
4	Mommy	_	_	_	_	5	nsubj	_	_
5	see	_	_	_	_	1	conj	_	_
6	.	_	_	_	_	3	punct	_	_","1	Mom	_	NOUN	NN	_	3	nsubj	_	_
2	Mommy	_	PROPN	NNP	_	1	flat	_	_
3	see	_	VERB	VB	_	0	root	_	_
4	Mommy	_	PROPN	NNP	_	3	obj	_	_
5	see	_	VERB	VB	_	3	xcomp	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
Mom one big piece .,"1	Mom	_	_	_	_	4	vocative	_	_
2	one	_	_	_	_	4	nummod	_	_
3	big	_	_	_	_	4	amod	_	_
4	piece	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	Mom	_	NOUN	NN	_	4	nmod:poss	_	_
2	one	_	NUM	CD	_	4	nummod	_	_
3	big	_	ADJ	JJ	_	4	amod	_	_
4	piece	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
don't bug me fly .,"1	don't	_	_	_	_	2	aux	_	_
2	bug	_	_	_	_	0	root	_	_
3	me	_	_	_	_	2	obj	_	_
4	fly	_	_	_	_	2	vocative	_	_
5	.	_	_	_	_	2	punct	_	_","1	do	_	AUX	VB	_	3	aux	_	_
2	n't	_	PART	RB	_	3	advmod	_	_
3	bug	_	VERB	VB	_	0	root	_	_
4	me	_	PRON	PRP	_	3	obj	_	_
5	fly	_	VERB	VB	_	3	xcomp	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
shoo fly don't bother me .,"1	shoo	_	_	_	_	2	compound	_	_
2	fly	_	_	_	_	4	nsubj	_	_
3	don't	_	_	_	_	4	aux	_	_
4	bother	_	_	_	_	0	root	_	_
5	me	_	_	_	_	4	obj	_	_
6	.	_	_	_	_	4	punct	_	_","1	shoo	_	VERB	VB	_	5	csubj	_	_
2	fly	_	NOUN	NN	_	5	nsubj	_	_
3	do	_	AUX	VB	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	bother	_	VERB	VB	_	0	root	_	_
6	me	_	PRON	PRP	_	5	obj	_	_
7	.	_	PUNCT	.	_	1	punct	_	_",
we don't wanna cook some fly .,"1	we	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	wanna	_	_	_	_	0	root	_	_
4	cook	_	_	_	_	3	xcomp	_	_
5	some	_	_	_	_	6	det	_	_
6	fly	_	_	_	_	4	obj	_	_
7	.	_	_	_	_	3	punct	_	_","1	we	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	wan	_	VERB	VB	_	0	root	_	_
5	na	_	PART	TO	_	6	mark	_	_
6	cook	_	VERB	VB	_	4	xcomp	_	_
7	some	_	DET	DT	_	8	det	_	_
8	fly	_	NOUN	NN	_	6	obj	_	_
9	.	_	PUNCT	.	_	4	punct	_	_",
uhhuh we don't wanna cook some fly .,"1	uhhuh	_	_	_	_	4	discourse	_	_
2	we	_	_	_	_	4	nsubj	_	_
3	don't	_	_	_	_	4	aux	_	_
4	wanna	_	_	_	_	0	root	_	_
5	cook	_	_	_	_	4	xcomp	_	_
6	some	_	_	_	_	7	det	_	_
7	fly	_	_	_	_	5	obj	_	_
8	.	_	_	_	_	4	punct	_	_","1	uhhuh	_	INTJ	UH	_	5	discourse	_	_
2	we	_	PRON	PRP	_	5	nsubj	_	_
3	do	_	AUX	VBP	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	wan	_	VERB	VB	_	0	root	_	_
6	na	_	PART	TO	_	7	mark	_	_
7	cook	_	VERB	VB	_	5	xcomp	_	_
8	some	_	DET	DT	_	9	det	_	_
9	fly	_	NOUN	NN	_	7	obj	_	_
10	.	_	PUNCT	.	_	5	punct	_	_",
I will not fit in the pan Mom .,"1	I	_	_	_	_	4	nsubj	_	_
2	will	_	_	_	_	4	aux	_	_
3	not	_	_	_	_	4	advmod	_	_
4	fit	_	_	_	_	0	root	_	_
5	in	_	_	_	_	7	case	_	_
6	the	_	_	_	_	7	det	_	_
7	pan	_	_	_	_	4	obl	_	_
8	Mom	_	_	_	_	4	vocative	_	_
9	.	_	_	_	_	4	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	will	_	AUX	MD	_	4	aux	_	_
3	not	_	PART	RB	_	4	advmod	_	_
4	fit	_	VERB	VB	_	0	root	_	_
5	in	_	ADP	IN	_	8	case	_	_
6	the	_	DET	DT	_	8	det	_	_
7	pan	_	NOUN	NN	_	8	compound	_	_
8	Mom	_	NOUN	NN	_	4	obl	_	_
9	.	_	PUNCT	.	_	4	punct	_	_",
I'm cutting this Mom .,"1	I'm	_	_	_	_	2	nsubj	_	_
2	cutting	_	_	_	_	0	root	_	_
3	this	_	_	_	_	2	obj	_	_
4	Mom	_	_	_	_	2	vocative	_	_
5	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	aux	_	_
3	cutting	_	VERB	VBG	_	0	root	_	_
4	this	_	DET	DT	_	5	det	_	_
5	Mom	_	NOUN	NN	_	3	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
then we don't wanna break it .,"1	then	_	_	_	_	4	advmod	_	_
2	we	_	_	_	_	4	nsubj	_	_
3	don't	_	_	_	_	4	aux	_	_
4	wanna	_	_	_	_	0	root	_	_
5	break	_	_	_	_	4	xcomp	_	_
6	it	_	_	_	_	5	obj	_	_
7	.	_	_	_	_	4	punct	_	_","1	then	_	ADV	RB	_	5	advmod	_	_
2	we	_	PRON	PRP	_	5	nsubj	_	_
3	do	_	AUX	VBP	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	wan	_	VERB	VB	_	0	root	_	_
6	na	_	PART	TO	_	7	mark	_	_
7	break	_	VERB	VB	_	5	xcomp	_	_
8	it	_	PRON	PRP	_	7	obj	_	_
9	.	_	PUNCT	.	_	5	punct	_	_",
I don't wanna cook a fly Mom .,"1	I	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	wanna	_	_	_	_	0	root	_	_
4	cook	_	_	_	_	3	xcomp	_	_
5	a	_	_	_	_	6	det	_	_
6	fly	_	_	_	_	4	obj	_	_
7	Mom	_	_	_	_	3	vocative	_	_
8	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	wan	_	VERB	VB	_	0	root	_	_
5	na	_	PART	TO	_	6	mark	_	_
6	cook	_	VERB	VB	_	4	xcomp	_	_
7	a	_	DET	DT	_	9	det	_	_
8	fly	_	NOUN	NN	_	9	compound	_	_
9	Mom	_	NOUN	NN	_	6	obj	_	_
10	.	_	PUNCT	.	_	4	punct	_	_",
I don't wanna have tacos .,"1	I	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	wanna	_	_	_	_	0	root	_	_
4	have	_	_	_	_	3	xcomp	_	_
5	tacos	_	_	_	_	4	obj	_	_
6	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	wan	_	VERB	VB	_	0	root	_	_
5	na	_	PART	TO	_	6	mark	_	_
6	have	_	VERB	VB	_	4	xcomp	_	_
7	tacos	_	NOUN	NNS	_	6	obj	_	_
8	.	_	PUNCT	.	_	4	punct	_	_",
oh what's this Mom ?,"1	oh	_	_	_	_	2	discourse	_	_
2	what's	_	_	_	_	0	root	_	_
3	this	_	_	_	_	2	nsubj	_	_
4	Mom	_	_	_	_	2	vocative	_	_
5	?	_	_	_	_	2	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	what	_	PRON	WP	_	0	root	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	this	_	DET	DT	_	5	det	_	_
5	Mom	_	NOUN	NN	_	2	nsubj	_	_
6	?	_	PUNCT	.	_	2	punct	_	_",
what's this Mom ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	Mom	_	_	_	_	1	vocative	_	_
4	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	this	_	DET	DT	_	4	det	_	_
4	Mom	_	NOUN	NN	_	1	nsubj	_	_
5	?	_	PUNCT	.	_	1	punct	_	_",
I don't know .,"1	I	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	know	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	know	_	VERB	VB	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
I'm bigger .,"1	I'm	_	_	_	_	2	nsubj	_	_
2	bigger	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	cop	_	_
3	bigger	_	ADJ	JJR	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
I'm going to grow big and big and touch the wall .,"1	I'm	_	_	_	_	2	nsubj	_	_
2	going	_	_	_	_	0	root	_	_
3	to	_	_	_	_	4	mark	_	_
4	grow	_	_	_	_	2	xcomp	_	_
5	big	_	_	_	_	4	xcomp	_	_
6	and	_	_	_	_	7	cc	_	_
7	big	_	_	_	_	5	conj	_	_
8	and	_	_	_	_	9	cc	_	_
9	touch	_	_	_	_	4	conj	_	_
10	the	_	_	_	_	11	det	_	_
11	wall	_	_	_	_	9	obj	_	_
12	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	aux	_	_
3	going	_	VERB	VBG	_	0	root	_	_
4	to	_	PART	TO	_	5	mark	_	_
5	grow	_	VERB	VB	_	3	xcomp	_	_
6	big	_	ADJ	JJ	_	5	xcomp	_	_
7	and	_	CCONJ	CC	_	8	cc	_	_
8	big	_	ADJ	JJ	_	6	conj	_	_
9	and	_	CCONJ	CC	_	10	cc	_	_
10	touch	_	VERB	VB	_	5	conj	_	_
11	the	_	DET	DT	_	12	det	_	_
12	wall	_	NOUN	NN	_	10	obj	_	_
13	.	_	PUNCT	.	_	3	punct	_	_",
