# sentence: Thomas what 's the matter what 's the matter ?
Gold: token=Thomas, upos=PROPN, xpos=NNP, head=5, label=vocative
Pred: token=let, upos=VERB, xpos=VB, head=0, label=root
Gold: token='s, upos=PRON, xpos=PRP, head=2, label=obj
Pred: token='s, upos=PRON, xpos=PRP, head=2, label=obj
Gold: token=get, upos=VERB, xpos=VB, head=2, label=xcomp
Pred: token=get, upos=VERB, xpos=VB, head=2, label=xcomp
Gold: token=some, upos=DET, xpos=DT, head=4, label=obj
Pred: token=some, upos=DET, xpos=DT, head=4, label=obj
Gold: token=I, upos=PRON, xpos=PRP, head=7, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=7, label=nsubj
Gold: token=think, upos=VERB, xpos=VBP, head=2, label=parataxis
Pred: token=think, upos=VERB, xpos=VBP, head=2, label=parataxis
Gold: token=the, upos=DET, xpos=DT, head=9, label=det
Pred: token=the, upos=DET, xpos=DT, head=9, label=det
Gold: token=tape, upos=NOUN, xpos=NN, head=12, label=nsubj
Pred: token=tape, upos=NOUN, xpos=NN, head=12, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=12, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=12, label=cop
Gold: token=up, upos=ADV, xpos=IN, head=12, label=advmod
Pred: token=up, upos=ADV, xpos=RB, head=12, label=advmod
Gold: token=here, upos=ADV, xpos=RB, head=7, label=ccomp
Pred: token=here, upos=ADV, xpos=RB, head=7, label=ccomp
Gold: token=honey, upos=NOUN, xpos=NN, head=7, label=vocative
Pred: token=honey, upos=NOUN, xpos=NN, head=2, label=vocative
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: I think the tape is up here .
Gold: token=I, upos=PRON, xpos=PRP, head=2, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=2, label=nsubj
Gold: token=think, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=think, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=the, upos=DET, xpos=DT, head=4, label=det
Pred: token=the, upos=DET, xpos=DT, head=4, label=det
Gold: token=tape, upos=NOUN, xpos=NN, head=7, label=nsubj
Pred: token=tape, upos=NOUN, xpos=NN, head=7, label=nsubj
Gold: token=is, upos=AUX, xpos=VBZ, head=7, label=cop
Pred: token=is, upos=AUX, xpos=VBZ, head=2, label=ccomp
Gold: token=up, upos=ADV, xpos=IN, head=7, label=advmod
Pred: token=up, upos=ADV, xpos=RB, head=7, label=advmod
Gold: token=here, upos=ADV, xpos=RB, head=2, label=ccomp
Pred: token=here, upos=ADV, xpos=RB, head=5, label=advmod
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Um here 's the tape and here 's this .
Gold: token=Um, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=Um, upos=INTJ, xpos=UH, head=2, label=discourse
Gold: token=here, upos=ADV, xpos=RB, head=0, label=root
Pred: token=here, upos=ADV, xpos=RB, head=0, label=root
Gold: token='s, upos=AUX, xpos=VBZ, head=2, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=2, label=cop
Gold: token=the, upos=DET, xpos=DT, head=5, label=det
Pred: token=the, upos=DET, xpos=DT, head=5, label=det
Gold: token=tape, upos=NOUN, xpos=NN, head=2, label=nsubj
Pred: token=tape, upos=NOUN, xpos=NN, head=2, label=nsubj
Gold: token=and, upos=CCONJ, xpos=CC, head=7, label=cc
Pred: token=and, upos=CCONJ, xpos=CC, head=7, label=cc
Gold: token=here, upos=ADV, xpos=RB, head=2, label=conj
Pred: token=here, upos=ADV, xpos=RB, head=2, label=conj
Gold: token='s, upos=AUX, xpos=VBZ, head=7, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=7, label=cop
Gold: token=this, upos=PRON, xpos=DT, head=7, label=nsubj
Pred: token=this, upos=PRON, xpos=DT, head=7, label=nsubj
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Yeah but you haf ta find the matching one .
Gold: token=Yeah, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=Yeah, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=but, upos=CCONJ, xpos=CC, head=4, label=cc
Pred: token=but, upos=CCONJ, xpos=CC, head=4, label=cc
Gold: token=you, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token=haf, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=haf, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=ta, upos=PART, xpos=TO, head=6, label=mark
Pred: token=ta, upos=PART, xpos=TO, head=6, label=mark
Gold: token=find, upos=VERB, xpos=VB, head=4, label=xcomp
Pred: token=find, upos=VERB, xpos=VB, head=4, label=xcomp
Gold: token=the, upos=DET, xpos=DT, head=9, label=det
Pred: token=the, upos=DET, xpos=DT, head=9, label=det
Gold: token=matching, upos=NOUN, xpos=NN, head=9, label=amod
Pred: token=matching, upos=NOUN, xpos=NN, head=9, label=amod
Gold: token=one, upos=NUM, xpos=CD, head=6, label=obj
Pred: token=one, upos=NOUN, xpos=NN, head=6, label=obj
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Ah a mouth .
Gold: token=Ah, upos=INTJ, xpos=UH, head=3, label=intj
Pred: token=Ah, upos=INTJ, xpos=UH, head=3, label=discourse
Gold: token=a, upos=DET, xpos=DT, head=3, label=det
Pred: token=a, upos=DET, xpos=DT, head=3, label=det
Gold: token=mouth, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=mouth, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Now let 's see where is the um should we open this with some scissors ?
Gold: token=Now, upos=ADV, xpos=RB, head=2, label=advmod
Pred: token=Now, upos=ADV, xpos=RB, head=2, label=advmod
Gold: token=let, upos=VERB, xpos=VB, head=0, label=root
Pred: token=let, upos=VERB, xpos=VB, head=0, label=root
Gold: token='s, upos=PRON, xpos=PRP, head=2, label=obj
Pred: token='s, upos=PRON, xpos=PRP, head=2, label=obj
Gold: token=see, upos=VERB, xpos=VB, head=2, label=xcomp
Pred: token=see, upos=VERB, xpos=VB, head=2, label=xcomp
Gold: token=where, upos=SCONJ, xpos=WRB, head=4, label=ccomp
Pred: token=where, upos=ADV, xpos=WRB, head=4, label=ccomp
Gold: token=is, upos=AUX, xpos=VBZ, head=5, label=cop
Pred: token=is, upos=AUX, xpos=VBZ, head=5, label=cop
Gold: token=the, upos=DET, xpos=DT, head=5, label=nsubj
Pred: token=the, upos=DET, xpos=DT, head=5, label=nsubj
Gold: token=um, upos=INTJ, xpos=UH, head=11, label=intj
Pred: token=um, upos=INTJ, xpos=UH, head=11, label=discourse
Gold: token=should, upos=AUX, xpos=MD, head=11, label=aux
Pred: token=should, upos=AUX, xpos=MD, head=11, label=aux
Gold: token=we, upos=PRON, xpos=PRP, head=11, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=11, label=nsubj
Gold: token=open, upos=VERB, xpos=VB, head=2, label=parataxis
Pred: token=open, upos=VERB, xpos=VB, head=2, label=parataxis
Gold: token=this, upos=PRON, xpos=DT, head=11, label=obj
Pred: token=this, upos=PRON, xpos=DT, head=11, label=obj
Gold: token=with, upos=ADP, xpos=IN, head=15, label=case
Pred: token=with, upos=ADP, xpos=IN, head=15, label=case
Gold: token=some, upos=DET, xpos=DT, head=15, label=det
Pred: token=some, upos=DET, xpos=DT, head=15, label=det
Gold: token=scissors, upos=NOUN, xpos=NNS, head=11, label=obl
Pred: token=scissors, upos=NOUN, xpos=NNS, head=11, label=obl
Gold: token=?, upos=PUNCT, xpos=?, head=2, label=punct
Pred: token=?, upos=PUNCT, xpos=?, head=2, label=punct
------------------------------------------------------------

# sentence: Where are the bat things ?
Gold: token=Where, upos=ADV, xpos=WRB, head=0, label=root
Pred: token=Where, upos=ADV, xpos=WRB, head=2, label=advmod
Gold: token=are, upos=AUX, xpos=VBP, head=1, label=cop
Pred: token=are, upos=AUX, xpos=VBP, head=0, label=root
Gold: token=the, upos=DET, xpos=DT, head=5, label=det
Pred: token=the, upos=DET, xpos=DT, head=5, label=det
Gold: token=bat, upos=NOUN, xpos=NN, head=5, label=compound
Pred: token=bat, upos=NOUN, xpos=NN, head=5, label=compound
Gold: token=things, upos=NOUN, xpos=NNS, head=1, label=nsubj
Pred: token=things, upos=NOUN, xpos=NNS, head=1, label=nsubj
Gold: token=?, upos=PUNCT, xpos=?, head=1, label=punct
Pred: token=?, upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: All right let 's go to Toronto .
Gold: token=All, upos=DET, xpos=DT, head=2, label=advmod
Pred: token=All, upos=DET, xpos=DT, head=3, label=advmod
Gold: token=right, upos=ADJ, xpos=JJ, head=3, label=discourse
Pred: token=right, upos=ADV, xpos=RB, head=3, label=discourse
Gold: token=let, upos=VERB, xpos=VB, head=0, label=root
Pred: token=let, upos=VERB, xpos=VB, head=0, label=root
Gold: token='s, upos=PRON, xpos=PRP, head=3, label=obj
Pred: token='s, upos=PRON, xpos=PRP, head=3, label=obj
Gold: token=go, upos=VERB, xpos=VB, head=3, label=xcomp
Pred: token=go, upos=VERB, xpos=VB, head=3, label=xcomp
Gold: token=to, upos=ADP, xpos=IN, head=7, label=case
Pred: token=to, upos=ADP, xpos=IN, head=7, label=case
Gold: token=Toronto, upos=PROPN, xpos=NNP, head=5, label=obl
Pred: token=Toronto, upos=PROPN, xpos=NNP, head=5, label=obl
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Yep we 're here .
Gold: token=Yep, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=Yep, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=we, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token='re, upos=AUX, xpos=VBP, head=4, label=cop
Pred: token='re, upos=AUX, xpos=VBP, head=4, label=cop
Gold: token=here, upos=ADV, xpos=RB, head=0, label=root
Pred: token=here, upos=ADV, xpos=RB, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: You know I think we should pretend Toronto 's over here .
Gold: token=You, upos=PRON, xpos=PRP, head=2, label=nsubj
Pred: token=You, upos=PRON, xpos=PRP, head=2, label=nsubj
Gold: token=know, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=know, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=I, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token=think, upos=VERB, xpos=VBP, head=2, label=parataxis
Pred: token=think, upos=VERB, xpos=VBP, head=2, label=ccomp
Gold: token=we, upos=PRON, xpos=PRP, head=7, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=7, label=nsubj
Gold: token=should, upos=AUX, xpos=MD, head=7, label=aux
Pred: token=should, upos=AUX, xpos=MD, head=7, label=aux
Gold: token=pretend, upos=VERB, xpos=VB, head=4, label=ccomp
Pred: token=pretend, upos=VERB, xpos=VB, head=4, label=ccomp
Gold: token=Toronto, upos=PROPN, xpos=NNP, head=11, label=nsubj
Pred: token=Toronto, upos=PROPN, xpos=NNP, head=11, label=nsubj
Gold: token='s, upos=AUX, xpos=POS, head=11, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=11, label=cop
Gold: token=over, upos=ADP, xpos=IN, head=11, label=case
Pred: token=over, upos=ADP, xpos=IN, head=11, label=case
Gold: token=here, upos=ADV, xpos=RB, head=7, label=ccomp
Pred: token=here, upos=ADV, xpos=RB, head=7, label=ccomp
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: All these are mine !
Gold: token=All, upos=DET, xpos=PDT, head=2, label=det:predet
Pred: token=All, upos=DET, xpos=PDT, head=2, label=det
Gold: token=these, upos=PRON, xpos=DT, head=4, label=nsubj
Pred: token=these, upos=PRON, xpos=DT, head=4, label=nsubj
Gold: token=are, upos=AUX, xpos=VBP, head=4, label=cop
Pred: token=are, upos=AUX, xpos=VBP, head=4, label=cop
Gold: token=mine, upos=PRON, xpos=PRP, head=0, label=root
Pred: token=mine, upos=PRON, xpos=PRP, head=0, label=root
Gold: token=!, upos=PUNCT, xpos=!, head=4, label=punct
Pred: token=!, upos=PUNCT, xpos=!, head=4, label=punct
------------------------------------------------------------

# sentence: No it 's here .
Gold: token=No, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=No, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=it, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=it, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=4, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=4, label=cop
Gold: token=here, upos=ADV, xpos=RB, head=0, label=root
Pred: token=here, upos=ADV, xpos=RB, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Oh fine .
Gold: token=Oh, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=Oh, upos=INTJ, xpos=UH, head=0, label=root
Gold: token=fine, upos=INTJ, xpos=UH, head=0, label=root
Pred: token=fine, upos=INTJ, xpos=UH, head=1, label=discourse
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: Here 's one we can start on .
Gold: token=Here, upos=ADV, xpos=RB, head=0, label=root
Pred: token=Here, upos=ADV, xpos=RB, head=0, label=root
Gold: token='s, upos=AUX, xpos=VBZ, head=1, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=1, label=cop
Gold: token=one, upos=NUM, xpos=CD, head=1, label=nsubj
Pred: token=one, upos=NUM, xpos=CD, head=1, label=nsubj
Gold: token=we, upos=PRON, xpos=PRP, head=6, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=6, label=nsubj
Gold: token=can, upos=AUX, xpos=MD, head=6, label=aux
Pred: token=can, upos=AUX, xpos=MD, head=6, label=aux
Gold: token=start, upos=VERB, xpos=VB, head=3, label=relcl
Pred: token=start, upos=VERB, xpos=VB, head=3, label=relcl
Gold: token=on, upos=ADV, xpos=RB, head=6, label=obl
Pred: token=on, upos=ADV, xpos=RB, head=6, label=advmod
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: No these are mine .
Gold: token=No, upos=DET, xpos=DT, head=4, label=discourse
Pred: token=No, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=these, upos=PRON, xpos=DT, head=4, label=nsubj
Pred: token=these, upos=PRON, xpos=DT, head=4, label=nsubj
Gold: token=are, upos=AUX, xpos=VBP, head=4, label=cop
Pred: token=are, upos=AUX, xpos=VBP, head=4, label=cop
Gold: token=mine, upos=PRON, xpos=PRP, head=0, label=root
Pred: token=mine, upos=PRON, xpos=PRP, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: No for you are .
Gold: token=No, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=No, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=for, upos=ADP, xpos=IN, head=4, label=reparandum
Pred: token=for, upos=ADP, xpos=IN, head=4, label=case
Gold: token=you, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token=are, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=are, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Wait how about that museum with the dinosaurs ?
Gold: token=Wait, upos=VERB, xpos=VB, head=0, label=root
Pred: token=Wait, upos=VERB, xpos=VB, head=0, label=root
Gold: token=how, upos=SCONJ, xpos=WRB, head=1, label=parataxis
Pred: token=how, upos=SCONJ, xpos=WRB, head=1, label=parataxis
Gold: token=about, upos=ADP, xpos=IN, head=5, label=case
Pred: token=about, upos=ADP, xpos=IN, head=5, label=case
Gold: token=that, upos=DET, xpos=DT, head=5, label=det
Pred: token=that, upos=DET, xpos=DT, head=5, label=det
Gold: token=museum, upos=NOUN, xpos=NN, head=2, label=obl
Pred: token=museum, upos=NOUN, xpos=NN, head=2, label=obl
Gold: token=with, upos=ADP, xpos=IN, head=8, label=case
Pred: token=with, upos=ADP, xpos=IN, head=8, label=case
Gold: token=the, upos=DET, xpos=DT, head=8, label=det
Pred: token=the, upos=DET, xpos=DT, head=8, label=det
Gold: token=dinosaurs, upos=NOUN, xpos=NNS, head=5, label=nmod
Pred: token=dinosaurs, upos=NOUN, xpos=NNS, head=2, label=obl
Gold: token=?, upos=PUNCT, xpos=?, head=1, label=punct
Pred: token=?, upos=PUNCT, xpos=?, head=1, label=punct
------------------------------------------------------------

# sentence: Let 's go ready ?
Gold: token=Let, upos=VERB, xpos=VB, head=0, label=root
Pred: token=Let, upos=VERB, xpos=VB, head=0, label=root
Gold: token='s, upos=PRON, xpos=PRP, head=1, label=obj
Pred: token='s, upos=PRON, xpos=PRP, head=1, label=obj
Gold: token=go, upos=VERB, xpos=VB, head=1, label=xcomp
Pred: token=go, upos=VERB, xpos=VB, head=1, label=xcomp
Gold: token=ready, upos=ADJ, xpos=JJ, head=3, label=advmod
Pred: token=ready, upos=ADJ, xpos=JJ, head=3, label=xcomp
Gold: token=?, upos=PUNCT, xpos=?, head=1, label=punct
Pred: token=?, upos=PUNCT, xpos=?, head=1, label=punct
------------------------------------------------------------

# sentence: It 's right up here .
Gold: token=It, upos=PRON, xpos=PRP, head=5, label=nsubj
Pred: token=It, upos=PRON, xpos=PRP, head=5, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=5, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=5, label=cop
Gold: token=right, upos=ADV, xpos=RB, head=5, label=advmod
Pred: token=right, upos=ADJ, xpos=JJ, head=5, label=advmod
Gold: token=up, upos=ADV, xpos=RP, head=5, label=advmod
Pred: token=up, upos=ADV, xpos=RB, head=5, label=advmod
Gold: token=here, upos=ADV, xpos=RB, head=0, label=root
Pred: token=here, upos=ADV, xpos=RB, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=5, label=punct
Pred: token=., upos=PUNCT, xpos=., head=5, label=punct
------------------------------------------------------------

# sentence: There 's a sandbox in the museum look !
Gold: token=There, upos=PRON, xpos=EX, head=2, label=expl
Pred: token=There, upos=PRON, xpos=EX, head=2, label=expl
Gold: token='s, upos=VERB, xpos=VBZ, head=0, label=root
Pred: token='s, upos=VERB, xpos=VBZ, head=0, label=root
Gold: token=a, upos=DET, xpos=DT, head=4, label=det
Pred: token=a, upos=DET, xpos=DT, head=4, label=det
Gold: token=sandbox, upos=NOUN, xpos=NN, head=2, label=nsubj
Pred: token=sandbox, upos=NOUN, xpos=NN, head=2, label=nsubj
Gold: token=in, upos=ADP, xpos=IN, head=8, label=case
Pred: token=in, upos=ADP, xpos=IN, head=7, label=case
Gold: token=the, upos=DET, xpos=DT, head=8, label=det
Pred: token=the, upos=DET, xpos=DT, head=7, label=det
Gold: token=museum, upos=NOUN, xpos=NN, head=8, label=compound
Pred: token=museum, upos=NOUN, xpos=NN, head=2, label=obl
Gold: token=look, upos=NOUN, xpos=NN, head=2, label=obl
Pred: token=look, upos=NOUN, xpos=NN, head=2, label=parataxis
Gold: token=!, upos=PUNCT, xpos=!, head=2, label=punct
Pred: token=!, upos=PUNCT, xpos=!, head=2, label=punct
------------------------------------------------------------

# sentence: Well they 're mine .
Gold: token=Well, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=Well, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=they, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=they, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token='re, upos=AUX, xpos=VBP, head=4, label=cop
Pred: token='re, upos=AUX, xpos=VBP, head=4, label=cop
Gold: token=mine, upos=PRON, xpos=PRP, head=0, label=root
Pred: token=mine, upos=PRON, xpos=PRP, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Daddy no another one .
Gold: token=Daddy, upos=INTJ, xpos=UH, head=4, label=vocative
Pred: token=Daddy, upos=PROPN, xpos=NNP, head=4, label=vocative
Gold: token=no, upos=DET, xpos=DT, head=4, label=discourse
Pred: token=no, upos=DET, xpos=DT, head=4, label=discourse
Gold: token=another, upos=DET, xpos=DT, head=4, label=det
Pred: token=another, upos=DET, xpos=DT, head=4, label=det
Gold: token=one, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=one, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Oh very good .
Gold: token=Oh, upos=INTJ, xpos=UH, head=3, label=intj
Pred: token=Oh, upos=INTJ, xpos=UH, head=3, label=discourse
Gold: token=very, upos=ADV, xpos=RB, head=3, label=advmod
Pred: token=very, upos=ADV, xpos=RB, head=3, label=advmod
Gold: token=good, upos=ADJ, xpos=JJ, head=0, label=root
Pred: token=good, upos=ADJ, xpos=JJ, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: What did you .
Gold: token=What, upos=PRON, xpos=WP, head=0, label=root
Pred: token=What, upos=PRON, xpos=WP, head=2, label=nsubj
Gold: token=did, upos=AUX, xpos=VBD, head=1, label=aux
Pred: token=did, upos=VERB, xpos=VBD, head=0, label=root
Gold: token=you, upos=PRON, xpos=PRP, head=1, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=2, label=nsubj
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Oh okay great .
Gold: token=Oh, upos=INTJ, xpos=UH, head=3, label=intj
Pred: token=Oh, upos=INTJ, xpos=UH, head=3, label=discourse
Gold: token=okay, upos=INTJ, xpos=UH, head=3, label=intj
Pred: token=okay, upos=INTJ, xpos=UH, head=3, label=discourse
Gold: token=great, upos=ADJ, xpos=JJ, head=0, label=root
Pred: token=great, upos=ADJ, xpos=JJ, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: There 's a writing so you play with the mask .
Gold: token=There, upos=PRON, xpos=EX, head=2, label=expl
Pred: token=There, upos=PRON, xpos=EX, head=2, label=expl
Gold: token='s, upos=VERB, xpos=VBZ, head=0, label=root
Pred: token='s, upos=VERB, xpos=VBZ, head=0, label=root
Gold: token=a, upos=DET, xpos=DT, head=4, label=det
Pred: token=a, upos=DET, xpos=DT, head=4, label=det
Gold: token=writing, upos=NOUN, xpos=NN, head=2, label=nsubj
Pred: token=writing, upos=NOUN, xpos=NN, head=2, label=nsubj
Gold: token=so, upos=ADV, xpos=RB, head=7, label=advmod
Pred: token=so, upos=ADV, xpos=RB, head=7, label=mark
Gold: token=you, upos=PRON, xpos=PRP, head=7, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=7, label=nsubj
Gold: token=play, upos=VERB, xpos=VBP, head=2, label=parataxis
Pred: token=play, upos=VERB, xpos=VBP, head=2, label=advcl
Gold: token=with, upos=ADP, xpos=IN, head=10, label=case
Pred: token=with, upos=ADP, xpos=IN, head=10, label=case
Gold: token=the, upos=DET, xpos=DT, head=10, label=det
Pred: token=the, upos=DET, xpos=DT, head=10, label=det
Gold: token=mask, upos=NOUN, xpos=NN, head=7, label=obl
Pred: token=mask, upos=NOUN, xpos=NN, head=7, label=obl
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Oh well we better look for the flying dinosaurs .
Gold: token=Oh, upos=INTJ, xpos=UH, head=5, label=intj
Pred: token=Oh, upos=INTJ, xpos=UH, head=5, label=discourse
Gold: token=well, upos=INTJ, xpos=UH, head=5, label=intj
Pred: token=well, upos=INTJ, xpos=UH, head=5, label=discourse
Gold: token=we, upos=PRON, xpos=PRP, head=5, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=5, label=nsubj
Gold: token=better, upos=ADV, xpos=RBR, head=5, label=advmod
Pred: token=better, upos=ADV, xpos=RBR, head=5, label=advmod
Gold: token=look, upos=VERB, xpos=VB, head=0, label=root
Pred: token=look, upos=VERB, xpos=VB, head=0, label=root
Gold: token=for, upos=ADP, xpos=IN, head=9, label=case
Pred: token=for, upos=ADP, xpos=IN, head=9, label=case
Gold: token=the, upos=DET, xpos=DT, head=9, label=det
Pred: token=the, upos=DET, xpos=DT, head=9, label=det
Gold: token=flying, upos=VERB, xpos=VBG, head=9, label=amod
Pred: token=flying, upos=VERB, xpos=NN, head=9, label=amod
Gold: token=dinosaurs, upos=NOUN, xpos=NNS, head=5, label=obl
Pred: token=dinosaurs, upos=NOUN, xpos=NNS, head=5, label=obl
Gold: token=., upos=PUNCT, xpos=., head=5, label=punct
Pred: token=., upos=PUNCT, xpos=., head=5, label=punct
------------------------------------------------------------

# sentence: But she ca n't play with my things stuff .
Gold: token=But, upos=CCONJ, xpos=CC, head=5, label=cc
Pred: token=But, upos=CCONJ, xpos=CC, head=5, label=cc
Gold: token=she, upos=PRON, xpos=PRP, head=5, label=nsubj
Pred: token=she, upos=PRON, xpos=PRP, head=5, label=nsubj
Gold: token=ca, upos=AUX, xpos=MD, head=5, label=aux
Pred: token=ca, upos=AUX, xpos=MD, head=5, label=aux
Gold: token=n't, upos=PART, xpos=RB, head=5, label=advmod
Pred: token=n't, upos=PART, xpos=RB, head=5, label=advmod
Gold: token=play, upos=VERB, xpos=VB, head=0, label=root
Pred: token=play, upos=VERB, xpos=VB, head=0, label=root
Gold: token=with, upos=ADP, xpos=IN, head=9, label=case
Pred: token=with, upos=ADP, xpos=IN, head=9, label=case
Gold: token=my, upos=PRON, xpos=PRP$, head=9, label=poss
Pred: token=my, upos=PRON, xpos=PRP$, head=9, label=poss
Gold: token=things, upos=NOUN, xpos=NNS, head=9, label=compound
Pred: token=things, upos=NOUN, xpos=NNS, head=5, label=obl
Gold: token=stuff, upos=NOUN, xpos=NN, head=5, label=obl
Pred: token=stuff, upos=NOUN, xpos=NN, head=5, label=obl
Gold: token=., upos=PUNCT, xpos=., head=5, label=punct
Pred: token=., upos=PUNCT, xpos=., head=5, label=punct
------------------------------------------------------------

# sentence: Where 's the matching one with this ?
