Sentence,Roberta_CDS_biaffine,Roberta_eng_biaffine,Stanza_off_the_shelf
climb up my ladders .,"climb	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	4	case	_	_
my	_	_	_	_	_	4	nmod:poss	_	_
ladders	_	_	_	_	_	1	obl	_	_
.	_	_	_	_	_	1	punct	_	_","climb	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	4	case	_	_
my	_	_	_	_	_	4	nmod:poss	_	_
ladders	_	_	_	_	_	1	obl	_	_
.	_	_	_	_	_	1	punct	_	_","climb	_	VERB	VB	_	_	0	root	_	_
up	_	ADP	RP	_	_	1	compound:prt	_	_
my	_	PRON	PRP$	_	_	4	nmod:poss	_	_
ladders	_	NOUN	NNS	_	_	1	obj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
blow up and down .,"blow	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	1	advmod	_	_
and	_	_	_	_	_	4	cc	_	_
down	_	_	_	_	_	2	conj	_	_
.	_	_	_	_	_	1	punct	_	_","blow	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	1	advmod	_	_
and	_	_	_	_	_	4	cc	_	_
down	_	_	_	_	_	2	conj	_	_
.	_	_	_	_	_	1	punct	_	_","blow	_	VERB	VB	_	_	0	root	_	_
up	_	ADP	RP	_	_	1	compound:prt	_	_
and	_	CCONJ	CC	_	_	4	cc	_	_
down	_	ADP	RP	_	_	1	conj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
one two three four five .,"one	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	1	conj	_	_
three	_	_	_	_	_	1	conj	_	_
four	_	_	_	_	_	1	conj	_	_
five	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","one	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	1	conj	_	_
three	_	_	_	_	_	1	conj	_	_
four	_	_	_	_	_	1	conj	_	_
five	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","one	_	NUM	CD	_	_	3	compound	_	_
two	_	NUM	CD	_	_	3	compound	_	_
three	_	NUM	CD	_	_	4	compound	_	_
four	_	NUM	CD	_	_	5	nummod	_	_
five	_	NUM	CD	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
one two three four .,"one	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	1	conj	_	_
three	_	_	_	_	_	1	conj	_	_
four	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","one	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	1	conj	_	_
three	_	_	_	_	_	1	conj	_	_
four	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","one	_	NUM	CD	_	_	3	compound	_	_
two	_	NUM	CD	_	_	3	compound	_	_
three	_	NUM	CD	_	_	4	nummod	_	_
four	_	NUM	CD	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
my Fireman Sam .,"my	_	_	_	_	_	2	nmod:poss	_	_
Fireman	_	_	_	_	_	0	root	_	_
Sam	_	_	_	_	_	2	flat	_	_
.	_	_	_	_	_	2	punct	_	_","my	_	_	_	_	_	2	nmod:poss	_	_
Fireman	_	_	_	_	_	0	root	_	_
Sam	_	_	_	_	_	2	appos	_	_
.	_	_	_	_	_	2	punct	_	_","my	_	PRON	PRP$	_	_	3	nmod:poss	_	_
Fireman	_	PROPN	NNP	_	_	3	compound	_	_
Sam	_	PROPN	NNP	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
it's not going .,"it's	_	_	_	_	_	3	nsubj	_	_
not	_	_	_	_	_	3	advmod	_	_
going	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","it's	_	_	_	_	_	3	nsubj	_	_
not	_	_	_	_	_	3	advmod	_	_
going	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","it	_	PRON	PRP	_	_	4	nsubj	_	_
's	_	AUX	VBZ	_	_	4	aux	_	_
not	_	PART	RB	_	_	4	advmod	_	_
going	_	VERB	VBG	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
"hello , cat food .","hello	_	_	_	_	_	4	discourse	_	_
,	_	_	_	_	_	4	mark	_	_
cat	_	_	_	_	_	4	compound	_	_
food	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","hello	_	_	_	_	_	4	discourse	_	_
,	_	_	_	_	_	4	punct	_	_
cat	_	_	_	_	_	4	compound	_	_
food	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","hello	_	INTJ	UH	_	_	4	discourse	_	_
,	_	PUNCT	,	_	_	1	punct	_	_
cat	_	NOUN	NN	_	_	4	compound	_	_
food	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
Tinky Winky and Dipsy look .,"Tinky	_	_	_	_	_	0	root	_	_
Winky	_	_	_	_	_	1	conj	_	_
and	_	_	_	_	_	4	cc	_	_
Dipsy	_	_	_	_	_	1	conj	_	_
look	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	1	punct	_	_","Tinky	_	_	_	_	_	5	compound	_	_
Winky	_	_	_	_	_	1	flat	_	_
and	_	_	_	_	_	4	cc	_	_
Dipsy	_	_	_	_	_	2	conj	_	_
look	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	5	punct	_	_","Tinky	_	PROPN	NNP	_	_	5	nsubj	_	_
Winky	_	PROPN	NNP	_	_	1	flat	_	_
and	_	CCONJ	CC	_	_	4	cc	_	_
Dipsy	_	PROPN	NNP	_	_	1	conj	_	_
look	_	VERB	VBP	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
ice ice .,"ice	_	_	_	_	_	0	root	_	_
ice	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","ice	_	_	_	_	_	2	compound	_	_
ice	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","ice	_	NOUN	NN	_	_	2	compound	_	_
ice	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
eating them all up .,"eating	_	_	_	_	_	0	root	_	_
them	_	_	_	_	_	1	obj	_	_
all	_	_	_	_	_	2	det	_	_
up	_	_	_	_	_	1	compound:prt	_	_
.	_	_	_	_	_	1	punct	_	_","eating	_	_	_	_	_	0	root	_	_
them	_	_	_	_	_	1	obj	_	_
all	_	_	_	_	_	2	det	_	_
up	_	_	_	_	_	1	compound:prt	_	_
.	_	_	_	_	_	1	punct	_	_","eating	_	VERB	VBG	_	_	0	root	_	_
them	_	PRON	PRP	_	_	1	obj	_	_
all	_	DET	DT	_	_	4	det	_	_
up	_	ADP	RP	_	_	1	compound:prt	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
the little boy eating the strawberry .,"the	_	_	_	_	_	3	det	_	_
little	_	_	_	_	_	3	amod	_	_
boy	_	_	_	_	_	4	nsubj	_	_
eating	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	6	det	_	_
strawberry	_	_	_	_	_	4	obj	_	_
.	_	_	_	_	_	4	punct	_	_","the	_	_	_	_	_	3	det	_	_
little	_	_	_	_	_	3	amod	_	_
boy	_	_	_	_	_	0	root	_	_
eating	_	_	_	_	_	3	acl	_	_
the	_	_	_	_	_	6	det	_	_
strawberry	_	_	_	_	_	4	obj	_	_
.	_	_	_	_	_	3	punct	_	_","the	_	DET	DT	_	_	3	det	_	_
little	_	ADJ	JJ	_	_	3	amod	_	_
boy	_	NOUN	NN	_	_	0	root	_	_
eating	_	VERB	VBG	_	_	3	acl	_	_
the	_	DET	DT	_	_	6	det	_	_
strawberry	_	NOUN	NN	_	_	4	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
Daddy have one too .,"Daddy	_	_	_	_	_	2	vocative	_	_
have	_	_	_	_	_	0	root	_	_
one	_	_	_	_	_	2	obj	_	_
too	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","Daddy	_	_	_	_	_	2	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
one	_	_	_	_	_	2	obj	_	_
too	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","Daddy	_	PROPN	NNP	_	_	2	nsubj	_	_
have	_	VERB	VBP	_	_	0	root	_	_
one	_	NUM	CD	_	_	2	obj	_	_
too	_	ADV	RB	_	_	2	advmod	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
uh Teletubbies look big bears .,"uh	_	_	_	_	_	3	discourse	_	_
Teletubbies	_	_	_	_	_	3	nsubj	_	_
look	_	_	_	_	_	0	root	_	_
big	_	_	_	_	_	5	amod	_	_
bears	_	_	_	_	_	3	xcomp	_	_
.	_	_	_	_	_	3	punct	_	_","uh	_	_	_	_	_	3	discourse	_	_
Teletubbies	_	_	_	_	_	3	nsubj	_	_
look	_	_	_	_	_	0	root	_	_
big	_	_	_	_	_	5	amod	_	_
bears	_	_	_	_	_	3	xcomp	_	_
.	_	_	_	_	_	3	punct	_	_","uh	_	INTJ	UH	_	_	3	discourse	_	_
Teletubbies	_	NOUN	NNS	_	_	3	nsubj	_	_
look	_	VERB	VBP	_	_	0	root	_	_
big	_	ADJ	JJ	_	_	5	amod	_	_
bears	_	NOUN	NNS	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
Teletubb dicky birds on a Christmas tree .,"Teletubb	_	_	_	_	_	3	reparandum	_	_
dicky	_	_	_	_	_	3	amod	_	_
birds	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	7	case	_	_
a	_	_	_	_	_	7	det	_	_
Christmas	_	_	_	_	_	7	compound	_	_
tree	_	_	_	_	_	3	nmod	_	_
.	_	_	_	_	_	3	punct	_	_","Teletubb	_	_	_	_	_	3	compound	_	_
dicky	_	_	_	_	_	3	amod	_	_
birds	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	7	case	_	_
a	_	_	_	_	_	7	det	_	_
Christmas	_	_	_	_	_	7	compound	_	_
tree	_	_	_	_	_	3	nmod	_	_
.	_	_	_	_	_	3	punct	_	_","Teletubb	_	NOUN	NN	_	_	3	compound	_	_
dicky	_	NOUN	NN	_	_	3	compound	_	_
birds	_	NOUN	NNS	_	_	0	root	_	_
on	_	ADP	IN	_	_	7	case	_	_
a	_	DET	DT	_	_	7	det	_	_
Christmas	_	PROPN	NNP	_	_	7	compound	_	_
tree	_	NOUN	NN	_	_	3	nmod	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
what's burial grounds ?,"what's	_	_	_	_	_	0	root	_	_
burial	_	_	_	_	_	3	compound	_	_
grounds	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	3	cop	_	_
burial	_	_	_	_	_	3	compound	_	_
grounds	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	3	punct	_	_","what	_	PRON	WP	_	_	0	root	_	_
's	_	AUX	VBZ	_	_	1	cop	_	_
burial	_	NOUN	NN	_	_	4	compound	_	_
grounds	_	NOUN	NNS	_	_	1	nsubj	_	_
?	_	PUNCT	.	_	_	1	punct	_	_"
no no with our honey bread .,"no	_	_	_	_	_	6	discourse	_	_
no	_	_	_	_	_	1	conj	_	_
with	_	_	_	_	_	6	case	_	_
our	_	_	_	_	_	6	nmod:poss	_	_
honey	_	_	_	_	_	6	compound	_	_
bread	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	6	punct	_	_","no	_	_	_	_	_	2	discourse	_	_
no	_	_	_	_	_	0	root	_	_
with	_	_	_	_	_	6	case	_	_
our	_	_	_	_	_	6	nmod:poss	_	_
honey	_	_	_	_	_	6	compound	_	_
bread	_	_	_	_	_	2	nmod	_	_
.	_	_	_	_	_	2	punct	_	_","no	_	INTJ	UH	_	_	2	discourse	_	_
no	_	INTJ	UH	_	_	6	discourse	_	_
with	_	ADP	IN	_	_	6	case	_	_
our	_	PRON	PRP$	_	_	6	nmod:poss	_	_
honey	_	NOUN	NN	_	_	6	compound	_	_
bread	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
which parts did you like best ?,"which	_	_	_	_	_	2	det	_	_
parts	_	_	_	_	_	5	obj	_	_
did	_	_	_	_	_	5	aux	_	_
you	_	_	_	_	_	5	nsubj	_	_
like	_	_	_	_	_	0	root	_	_
best	_	_	_	_	_	5	advmod	_	_
?	_	_	_	_	_	5	punct	_	_","which	_	_	_	_	_	2	det	_	_
parts	_	_	_	_	_	5	obj	_	_
did	_	_	_	_	_	5	aux	_	_
you	_	_	_	_	_	5	nsubj	_	_
like	_	_	_	_	_	0	root	_	_
best	_	_	_	_	_	5	advmod	_	_
?	_	_	_	_	_	5	punct	_	_","which	_	DET	WDT	_	_	2	det	_	_
parts	_	NOUN	NNS	_	_	5	obj	_	_
did	_	AUX	VBD	_	_	5	aux	_	_
you	_	PRON	PRP	_	_	5	nsubj	_	_
like	_	VERB	VB	_	_	0	root	_	_
best	_	ADJ	JJS	_	_	5	xcomp	_	_
?	_	PUNCT	.	_	_	5	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
help help .,"help	_	_	_	_	_	0	root	_	_
help	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","help	_	_	_	_	_	0	root	_	_
help	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","help	_	VERB	VB	_	_	0	root	_	_
help	_	VERB	VB	_	_	1	xcomp	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin tea .,"Nin	_	_	_	_	_	2	reparandum	_	_
Nin	_	_	_	_	_	3	nummod	_	_
tea	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	_	_	_	_	2	compound	_	_
Nin	_	_	_	_	_	3	compound	_	_
tea	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	PROPN	NNP	_	_	3	compound	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
tea	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
snip snip .,"snip	_	_	_	_	_	0	root	_	_
snip	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","snip	_	_	_	_	_	0	root	_	_
snip	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	1	punct	_	_","snip	_	NOUN	NN	_	_	2	compound	_	_
snip	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
snip snip .,"snip	_	_	_	_	_	0	root	_	_
snip	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","snip	_	_	_	_	_	0	root	_	_
snip	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	1	punct	_	_","snip	_	NOUN	NN	_	_	2	compound	_	_
snip	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
snip snip .,"snip	_	_	_	_	_	0	root	_	_
snip	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","snip	_	_	_	_	_	0	root	_	_
snip	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	1	punct	_	_","snip	_	NOUN	NN	_	_	2	compound	_	_
snip	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
choo choos .,"choo	_	_	_	_	_	0	root	_	_
choos	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","choo	_	_	_	_	_	2	discourse	_	_
choos	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","choo	_	PROPN	NNP	_	_	2	compound	_	_
choos	_	NOUN	NNS	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
choo choo .,"choo	_	_	_	_	_	0	root	_	_
choo	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","choo	_	_	_	_	_	0	root	_	_
choo	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","choo	_	PROPN	NNP	_	_	0	root	_	_
choo	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
snip snip .,"snip	_	_	_	_	_	0	root	_	_
snip	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","snip	_	_	_	_	_	0	root	_	_
snip	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	1	punct	_	_","snip	_	NOUN	NN	_	_	2	compound	_	_
snip	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
