Sentence,Roberta_CDS_biaffine,Roberta_eng_biaffine,Stanza_off_the_shelf
Santa gots real magical powers if you look up he'll be up down .,"Santa	_	_	_	_	_	2	nsubj	_	_
gots	_	_	_	_	_	0	root	_	_
real	_	_	_	_	_	5	amod	_	_
magical	_	_	_	_	_	5	amod	_	_
powers	_	_	_	_	_	2	obj	_	_
if	_	_	_	_	_	8	mark	_	_
you	_	_	_	_	_	8	nsubj	_	_
look	_	_	_	_	_	13	advcl	_	_
up	_	_	_	_	_	8	compound:prt	_	_
he'll	_	_	_	_	_	12	nsubj	_	_
be	_	_	_	_	_	12	cop	_	_
up	_	_	_	_	_	13	advmod	_	_
down	_	_	_	_	_	2	conj	_	_
.	_	_	_	_	_	2	punct	_	_","Santa	_	_	_	_	_	2	nsubj	_	_
gots	_	_	_	_	_	0	root	_	_
real	_	_	_	_	_	5	amod	_	_
magical	_	_	_	_	_	5	amod	_	_
powers	_	_	_	_	_	2	obj	_	_
if	_	_	_	_	_	8	mark	_	_
you	_	_	_	_	_	8	nsubj	_	_
look	_	_	_	_	_	13	advcl	_	_
up	_	_	_	_	_	8	advmod	_	_
he'll	_	_	_	_	_	13	aux	_	_
be	_	_	_	_	_	13	cop	_	_
up	_	_	_	_	_	13	advmod	_	_
down	_	_	_	_	_	2	parataxis	_	_
.	_	_	_	_	_	2	punct	_	_","Santa	_	PROPN	NNP	_	_	2	nsubj	_	_
gots	_	VERB	VBZ	_	_	0	root	_	_
real	_	ADJ	JJ	_	_	5	amod	_	_
magical	_	ADJ	JJ	_	_	5	amod	_	_
powers	_	NOUN	NNS	_	_	2	obj	_	_
if	_	SCONJ	IN	_	_	8	mark	_	_
you	_	PRON	PRP	_	_	8	nsubj	_	_
look	_	VERB	VBP	_	_	13	advcl	_	_
up	_	ADP	RP	_	_	8	compound:prt	_	_
he	_	PRON	PRP	_	_	13	nsubj	_	_
'll	_	AUX	MD	_	_	13	aux	_	_
be	_	AUX	VB	_	_	13	cop	_	_
up	_	ADV	RB	_	_	2	parataxis	_	_
down	_	ADP	RP	_	_	13	advmod	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
he would just leave not presents for you .,"he	_	_	_	_	_	4	nsubj	_	_
would	_	_	_	_	_	4	aux	_	_
just	_	_	_	_	_	4	advmod	_	_
leave	_	_	_	_	_	0	root	_	_
not	_	_	_	_	_	6	advmod	_	_
presents	_	_	_	_	_	4	obj	_	_
for	_	_	_	_	_	8	case	_	_
you	_	_	_	_	_	6	nmod	_	_
.	_	_	_	_	_	4	punct	_	_","he	_	_	_	_	_	4	nsubj	_	_
would	_	_	_	_	_	4	aux	_	_
just	_	_	_	_	_	4	advmod	_	_
leave	_	_	_	_	_	0	root	_	_
not	_	_	_	_	_	6	advmod	_	_
presents	_	_	_	_	_	4	obj	_	_
for	_	_	_	_	_	8	case	_	_
you	_	_	_	_	_	6	nmod	_	_
.	_	_	_	_	_	4	punct	_	_","he	_	PRON	PRP	_	_	4	nsubj	_	_
would	_	AUX	MD	_	_	4	aux	_	_
just	_	ADV	RB	_	_	4	advmod	_	_
leave	_	VERB	VB	_	_	0	root	_	_
not	_	PART	RB	_	_	6	advmod	_	_
presents	_	NOUN	NNS	_	_	4	obj	_	_
for	_	ADP	IN	_	_	8	case	_	_
you	_	PRON	PRP	_	_	4	obl	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
Mom they pooping ?,"Mom	_	_	_	_	_	3	vocative	_	_
they	_	_	_	_	_	3	nsubj	_	_
pooping	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	3	punct	_	_","Mom	_	_	_	_	_	3	vocative	_	_
they	_	_	_	_	_	3	nsubj	_	_
pooping	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	3	punct	_	_","Mom	_	NOUN	NN	_	_	3	nsubj	_	_
they	_	PRON	PRP	_	_	3	nsubj	_	_
pooping	_	VERB	VBG	_	_	0	root	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
what they are pooping Mom ?,"what	_	_	_	_	_	4	obj	_	_
they	_	_	_	_	_	4	nsubj	_	_
are	_	_	_	_	_	4	aux	_	_
pooping	_	_	_	_	_	0	root	_	_
Mom	_	_	_	_	_	4	vocative	_	_
?	_	_	_	_	_	4	punct	_	_","what	_	_	_	_	_	4	obj	_	_
they	_	_	_	_	_	4	nsubj	_	_
are	_	_	_	_	_	4	aux	_	_
pooping	_	_	_	_	_	0	root	_	_
Mom	_	_	_	_	_	4	vocative	_	_
?	_	_	_	_	_	4	punct	_	_","what	_	PRON	WP	_	_	0	root	_	_
they	_	PRON	PRP	_	_	4	nsubj	_	_
are	_	AUX	VBP	_	_	4	aux	_	_
pooping	_	VERB	VBG	_	_	1	acl:relcl	_	_
Mom	_	NOUN	NN	_	_	4	obj	_	_
?	_	PUNCT	.	_	_	1	punct	_	_"
uhhuh Mom I have a piece okay ?,"uhhuh	_	_	_	_	_	4	discourse	_	_
Mom	_	_	_	_	_	4	vocative	_	_
I	_	_	_	_	_	4	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	6	det	_	_
piece	_	_	_	_	_	4	obj	_	_
okay	_	_	_	_	_	4	discourse	_	_
?	_	_	_	_	_	4	punct	_	_","uhhuh	_	_	_	_	_	4	discourse	_	_
Mom	_	_	_	_	_	4	vocative	_	_
I	_	_	_	_	_	4	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	6	det	_	_
piece	_	_	_	_	_	4	obj	_	_
okay	_	_	_	_	_	4	discourse	_	_
?	_	_	_	_	_	4	punct	_	_","uhhuh	_	INTJ	UH	_	_	4	discourse	_	_
Mom	_	NOUN	NN	_	_	4	vocative	_	_
I	_	PRON	PRP	_	_	4	nsubj	_	_
have	_	VERB	VBP	_	_	0	root	_	_
a	_	DET	DT	_	_	6	det	_	_
piece	_	NOUN	NN	_	_	4	obj	_	_
okay	_	ADJ	JJ	_	_	6	amod	_	_
?	_	PUNCT	.	_	_	4	punct	_	_"
Mom I have a piece okay ?,"Mom	_	_	_	_	_	3	vocative	_	_
I	_	_	_	_	_	3	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
piece	_	_	_	_	_	3	obj	_	_
okay	_	_	_	_	_	3	discourse	_	_
?	_	_	_	_	_	3	punct	_	_","Mom	_	_	_	_	_	3	vocative	_	_
I	_	_	_	_	_	3	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
piece	_	_	_	_	_	3	obj	_	_
okay	_	_	_	_	_	3	discourse	_	_
?	_	_	_	_	_	3	punct	_	_","Mom	_	NOUN	NN	_	_	3	vocative	_	_
I	_	PRON	PRP	_	_	3	nsubj	_	_
have	_	VERB	VBP	_	_	0	root	_	_
a	_	DET	DT	_	_	5	det	_	_
piece	_	NOUN	NN	_	_	3	obj	_	_
okay	_	ADJ	JJ	_	_	5	amod	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
my Daddy told it .,"my	_	_	_	_	_	2	nmod:poss	_	_
Daddy	_	_	_	_	_	3	nsubj	_	_
told	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","my	_	_	_	_	_	2	nmod:poss	_	_
Daddy	_	_	_	_	_	3	nsubj	_	_
told	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	3	iobj	_	_
.	_	_	_	_	_	3	punct	_	_","my	_	PRON	PRP$	_	_	2	nmod:poss	_	_
Daddy	_	PROPN	NNP	_	_	3	nsubj	_	_
told	_	VERB	VBD	_	_	0	root	_	_
it	_	PRON	PRP	_	_	3	iobj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
what's what's why that's meat for tacos ?,"what's	_	_	_	_	_	2	reparandum	_	_
what's	_	_	_	_	_	3	reparandum	_	_
why	_	_	_	_	_	5	advmod	_	_
that's	_	_	_	_	_	5	cop	_	_
meat	_	_	_	_	_	0	root	_	_
for	_	_	_	_	_	7	case	_	_
tacos	_	_	_	_	_	5	nmod	_	_
?	_	_	_	_	_	2	punct	_	_","what's	_	_	_	_	_	2	reparandum	_	_
what's	_	_	_	_	_	3	reparandum	_	_
why	_	_	_	_	_	5	advmod	_	_
that's	_	_	_	_	_	5	nsubj	_	_
meat	_	_	_	_	_	0	root	_	_
for	_	_	_	_	_	7	case	_	_
tacos	_	_	_	_	_	5	nmod	_	_
?	_	_	_	_	_	5	punct	_	_","what	_	PRON	WP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
what	_	PRON	WP	_	_	0	root	_	_
's	_	AUX	VBZ	_	_	5	cop	_	_
why	_	ADV	WRB	_	_	3	advmod	_	_
that	_	PRON	DT	_	_	8	nsubj	_	_
's	_	AUX	VBZ	_	_	8	cop	_	_
meat	_	NOUN	NN	_	_	5	advcl:relcl	_	_
for	_	ADP	IN	_	_	10	case	_	_
tacos	_	NOUN	NNS	_	_	8	obl	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
Mom why that's meat for tacos ?,"Mom	_	_	_	_	_	4	vocative	_	_
why	_	_	_	_	_	4	advmod	_	_
that's	_	_	_	_	_	4	cop	_	_
meat	_	_	_	_	_	0	root	_	_
for	_	_	_	_	_	6	case	_	_
tacos	_	_	_	_	_	4	nmod	_	_
?	_	_	_	_	_	4	punct	_	_","Mom	_	_	_	_	_	4	vocative	_	_
why	_	_	_	_	_	4	advmod	_	_
that's	_	_	_	_	_	4	nsubj	_	_
meat	_	_	_	_	_	0	root	_	_
for	_	_	_	_	_	6	case	_	_
tacos	_	_	_	_	_	4	nmod	_	_
?	_	_	_	_	_	4	punct	_	_","Mom	_	NOUN	NN	_	_	5	vocative	_	_
why	_	ADV	WRB	_	_	5	advmod	_	_
that	_	PRON	DT	_	_	5	nsubj	_	_
's	_	AUX	VBZ	_	_	5	cop	_	_
meat	_	NOUN	NN	_	_	0	root	_	_
for	_	ADP	IN	_	_	7	case	_	_
tacos	_	NOUN	NNS	_	_	5	nmod	_	_
?	_	PUNCT	.	_	_	5	punct	_	_"
I don't want a woodpecker peck on me .,"I	_	_	_	_	_	3	nsubj	_	_
don't	_	_	_	_	_	3	aux	_	_
want	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
woodpecker	_	_	_	_	_	6	nsubj	_	_
peck	_	_	_	_	_	3	xcomp	_	_
on	_	_	_	_	_	8	case	_	_
me	_	_	_	_	_	6	obl	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	_	_	_	_	3	nsubj	_	_
don't	_	_	_	_	_	3	advmod	_	_
want	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
woodpecker	_	_	_	_	_	3	obj	_	_
peck	_	_	_	_	_	3	xcomp	_	_
on	_	_	_	_	_	8	case	_	_
me	_	_	_	_	_	6	obl	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	PRON	PRP	_	_	4	nsubj	_	_
do	_	AUX	VBP	_	_	4	aux	_	_
n't	_	PART	RB	_	_	4	advmod	_	_
want	_	VERB	VB	_	_	0	root	_	_
a	_	DET	DT	_	_	7	det	_	_
woodpecker	_	NOUN	NN	_	_	7	compound	_	_
peck	_	NOUN	NN	_	_	4	obj	_	_
on	_	ADP	IN	_	_	9	case	_	_
me	_	PRON	PRP	_	_	4	obl	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
uhhuh and then I can't walk when them peck holes on me .,"uhhuh	_	_	_	_	_	6	discourse	_	_
and	_	_	_	_	_	6	cc	_	_
then	_	_	_	_	_	6	advmod	_	_
I	_	_	_	_	_	6	nsubj	_	_
can't	_	_	_	_	_	6	aux	_	_
walk	_	_	_	_	_	0	root	_	_
when	_	_	_	_	_	9	mark	_	_
them	_	_	_	_	_	9	nsubj	_	_
peck	_	_	_	_	_	6	advcl	_	_
holes	_	_	_	_	_	9	obj	_	_
on	_	_	_	_	_	12	case	_	_
me	_	_	_	_	_	9	obl	_	_
.	_	_	_	_	_	6	punct	_	_","uhhuh	_	_	_	_	_	6	discourse	_	_
and	_	_	_	_	_	6	cc	_	_
then	_	_	_	_	_	6	advmod	_	_
I	_	_	_	_	_	6	nsubj	_	_
can't	_	_	_	_	_	6	advmod	_	_
walk	_	_	_	_	_	0	root	_	_
when	_	_	_	_	_	9	advmod	_	_
them	_	_	_	_	_	9	nsubj	_	_
peck	_	_	_	_	_	6	advcl	_	_
holes	_	_	_	_	_	9	obj	_	_
on	_	_	_	_	_	12	case	_	_
me	_	_	_	_	_	9	obl	_	_
.	_	_	_	_	_	6	punct	_	_","uhhuh	_	INTJ	UH	_	_	7	discourse	_	_
and	_	CCONJ	CC	_	_	7	cc	_	_
then	_	ADV	RB	_	_	7	advmod	_	_
I	_	PRON	PRP	_	_	7	nsubj	_	_
ca	_	AUX	MD	_	_	7	aux	_	_
n't	_	PART	RB	_	_	7	advmod	_	_
walk	_	VERB	VB	_	_	0	root	_	_
when	_	ADV	WRB	_	_	10	advmod	_	_
them	_	PRON	PRP	_	_	10	nsubj	_	_
peck	_	VERB	VBP	_	_	7	advcl	_	_
holes	_	NOUN	NNS	_	_	10	obj	_	_
on	_	ADP	IN	_	_	13	case	_	_
me	_	PRON	PRP	_	_	10	obl	_	_
.	_	PUNCT	.	_	_	7	punct	_	_"
hunhunh and then I can't walk when them peck holes on me .,"hunhunh	_	_	_	_	_	6	discourse	_	_
and	_	_	_	_	_	6	cc	_	_
then	_	_	_	_	_	6	advmod	_	_
I	_	_	_	_	_	6	nsubj	_	_
can't	_	_	_	_	_	6	aux	_	_
walk	_	_	_	_	_	0	root	_	_
when	_	_	_	_	_	9	mark	_	_
them	_	_	_	_	_	9	nsubj	_	_
peck	_	_	_	_	_	6	advcl	_	_
holes	_	_	_	_	_	9	obj	_	_
on	_	_	_	_	_	12	case	_	_
me	_	_	_	_	_	9	obl	_	_
.	_	_	_	_	_	6	punct	_	_","hunhunh	_	_	_	_	_	6	discourse	_	_
and	_	_	_	_	_	6	cc	_	_
then	_	_	_	_	_	6	advmod	_	_
I	_	_	_	_	_	6	nsubj	_	_
can't	_	_	_	_	_	6	advmod	_	_
walk	_	_	_	_	_	0	root	_	_
when	_	_	_	_	_	9	advmod	_	_
them	_	_	_	_	_	9	nsubj	_	_
peck	_	_	_	_	_	6	advcl	_	_
holes	_	_	_	_	_	9	obj	_	_
on	_	_	_	_	_	12	case	_	_
me	_	_	_	_	_	9	obl	_	_
.	_	_	_	_	_	6	punct	_	_","hunhunh	_	INTJ	UH	_	_	7	discourse	_	_
and	_	CCONJ	CC	_	_	7	cc	_	_
then	_	ADV	RB	_	_	7	advmod	_	_
I	_	PRON	PRP	_	_	7	nsubj	_	_
ca	_	AUX	MD	_	_	7	aux	_	_
n't	_	PART	RB	_	_	7	advmod	_	_
walk	_	VERB	VB	_	_	0	root	_	_
when	_	ADV	WRB	_	_	10	advmod	_	_
them	_	PRON	PRP	_	_	10	nsubj	_	_
peck	_	VERB	VBP	_	_	7	advcl	_	_
holes	_	NOUN	NNS	_	_	10	obj	_	_
on	_	ADP	IN	_	_	13	case	_	_
me	_	PRON	PRP	_	_	10	obl	_	_
.	_	PUNCT	.	_	_	7	punct	_	_"
I I blowed that Mommy .,"I	_	_	_	_	_	2	reparandum	_	_
I	_	_	_	_	_	3	nsubj	_	_
blowed	_	_	_	_	_	0	root	_	_
that	_	_	_	_	_	3	obj	_	_
Mommy	_	_	_	_	_	3	vocative	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	_	_	_	_	3	reparandum	_	_
I	_	_	_	_	_	3	nsubj	_	_
blowed	_	_	_	_	_	0	root	_	_
that	_	_	_	_	_	3	obj	_	_
Mommy	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	PRON	PRP	_	_	3	nsubj	_	_
I	_	PRON	PRP	_	_	3	nsubj	_	_
blowed	_	VERB	VBD	_	_	0	root	_	_
that	_	DET	DT	_	_	5	det	_	_
Mommy	_	PROPN	NNP	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
the the sugar I blowed the sugar Mom .,"the	_	_	_	_	_	2	reparandum	_	_
the	_	_	_	_	_	3	det	_	_
sugar	_	_	_	_	_	0	root	_	_
I	_	_	_	_	_	5	nsubj	_	_
blowed	_	_	_	_	_	3	parataxis	_	_
the	_	_	_	_	_	7	det	_	_
sugar	_	_	_	_	_	5	obj	_	_
Mom	_	_	_	_	_	5	vocative	_	_
.	_	_	_	_	_	3	punct	_	_","the	_	_	_	_	_	3	reparandum	_	_
the	_	_	_	_	_	3	det	_	_
sugar	_	_	_	_	_	5	parataxis	_	_
I	_	_	_	_	_	5	nsubj	_	_
blowed	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	7	det	_	_
sugar	_	_	_	_	_	5	obj	_	_
Mom	_	_	_	_	_	5	vocative	_	_
.	_	_	_	_	_	5	punct	_	_","the	_	DET	DT	_	_	3	det	_	_
the	_	DET	DT	_	_	3	det	_	_
sugar	_	NOUN	NN	_	_	5	nsubj	_	_
I	_	PRON	PRP	_	_	5	nsubj	_	_
blowed	_	VERB	VBD	_	_	0	root	_	_
the	_	DET	DT	_	_	8	det	_	_
sugar	_	NOUN	NN	_	_	8	compound	_	_
Mom	_	NOUN	NN	_	_	5	obj	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
why that's yellow Mom ?,"why	_	_	_	_	_	3	advmod	_	_
that's	_	_	_	_	_	3	cop	_	_
yellow	_	_	_	_	_	0	root	_	_
Mom	_	_	_	_	_	3	vocative	_	_
?	_	_	_	_	_	3	punct	_	_","why	_	_	_	_	_	3	advmod	_	_
that's	_	_	_	_	_	3	nsubj	_	_
yellow	_	_	_	_	_	0	root	_	_
Mom	_	_	_	_	_	3	vocative	_	_
?	_	_	_	_	_	3	punct	_	_","why	_	ADV	WRB	_	_	5	advmod	_	_
that	_	PRON	DT	_	_	5	nsubj	_	_
's	_	AUX	VBZ	_	_	5	cop	_	_
yellow	_	ADJ	JJ	_	_	5	amod	_	_
Mom	_	NOUN	NN	_	_	0	root	_	_
?	_	PUNCT	.	_	_	5	punct	_	_"
a e what's two letters ?,"a	_	_	_	_	_	0	root	_	_
e	_	_	_	_	_	1	conj	_	_
what's	_	_	_	_	_	1	parataxis	_	_
two	_	_	_	_	_	5	nummod	_	_
letters	_	_	_	_	_	3	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","a	_	_	_	_	_	5	discourse	_	_
e	_	_	_	_	_	1	punct	_	_
what's	_	_	_	_	_	5	cop	_	_
two	_	_	_	_	_	5	nummod	_	_
letters	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	5	punct	_	_","a	_	DET	DT	_	_	2	det	_	_
e	_	NOUN	NN	_	_	0	root	_	_
what	_	PRON	WP	_	_	6	nsubj	_	_
's	_	AUX	VBZ	_	_	6	cop	_	_
two	_	NUM	CD	_	_	6	nummod	_	_
letters	_	NOUN	NNS	_	_	2	acl:relcl	_	_
?	_	PUNCT	.	_	_	2	punct	_	_"
Mommy when you're through with .,"Mommy	_	_	_	_	_	4	vocative	_	_
when	_	_	_	_	_	4	mark	_	_
you're	_	_	_	_	_	4	nsubj	_	_
through	_	_	_	_	_	0	root	_	_
with	_	_	_	_	_	4	obl	_	_
.	_	_	_	_	_	4	punct	_	_","Mommy	_	_	_	_	_	0	root	_	_
when	_	_	_	_	_	4	advmod	_	_
you're	_	_	_	_	_	4	nsubj	_	_
through	_	_	_	_	_	1	advcl	_	_
with	_	_	_	_	_	4	obl	_	_
.	_	_	_	_	_	1	punct	_	_","Mommy	_	PROPN	NNP	_	_	0	root	_	_
when	_	ADV	WRB	_	_	5	advmod	_	_
you	_	PRON	PRP	_	_	5	nsubj	_	_
're	_	AUX	VBP	_	_	5	cop	_	_
through	_	ADP	IN	_	_	1	advcl	_	_
with	_	ADP	IN	_	_	5	obl	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
why that's cut all cut up ?,"why	_	_	_	_	_	5	advmod	_	_
that's	_	_	_	_	_	5	nsubj	_	_
cut	_	_	_	_	_	5	reparandum	_	_
all	_	_	_	_	_	5	advmod	_	_
cut	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	5	compound:prt	_	_
?	_	_	_	_	_	5	punct	_	_","why	_	_	_	_	_	3	advmod	_	_
that's	_	_	_	_	_	3	nsubj	_	_
cut	_	_	_	_	_	0	root	_	_
all	_	_	_	_	_	5	advmod	_	_
cut	_	_	_	_	_	3	parataxis	_	_
up	_	_	_	_	_	5	compound:prt	_	_
?	_	_	_	_	_	3	punct	_	_","why	_	ADV	WRB	_	_	4	advmod	_	_
that	_	PRON	DT	_	_	4	nsubj:pass	_	_
's	_	AUX	VBZ	_	_	4	aux:pass	_	_
cut	_	VERB	VBN	_	_	0	root	_	_
all	_	DET	DT	_	_	4	obj	_	_
cut	_	VERB	VBN	_	_	4	xcomp	_	_
up	_	ADP	RP	_	_	6	compound:prt	_	_
?	_	PUNCT	.	_	_	4	punct	_	_"
when you through with that I have a lick of bowl that bowl ?,"when	_	_	_	_	_	3	mark	_	_
you	_	_	_	_	_	3	nsubj	_	_
through	_	_	_	_	_	7	advcl	_	_
with	_	_	_	_	_	5	case	_	_
that	_	_	_	_	_	3	obl	_	_
I	_	_	_	_	_	7	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	9	det	_	_
lick	_	_	_	_	_	7	obj	_	_
of	_	_	_	_	_	11	case	_	_
bowl	_	_	_	_	_	9	nmod	_	_
that	_	_	_	_	_	13	det	_	_
bowl	_	_	_	_	_	9	parataxis	_	_
?	_	_	_	_	_	7	punct	_	_","when	_	_	_	_	_	3	advmod	_	_
you	_	_	_	_	_	3	nsubj	_	_
through	_	_	_	_	_	7	advcl	_	_
with	_	_	_	_	_	5	case	_	_
that	_	_	_	_	_	3	obl	_	_
I	_	_	_	_	_	7	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	9	det	_	_
lick	_	_	_	_	_	7	obj	_	_
of	_	_	_	_	_	13	case	_	_
bowl	_	_	_	_	_	13	reparandum	_	_
that	_	_	_	_	_	13	det	_	_
bowl	_	_	_	_	_	9	nmod	_	_
?	_	_	_	_	_	7	punct	_	_","when	_	ADV	WRB	_	_	3	advmod	_	_
you	_	PRON	PRP	_	_	3	nsubj	_	_
through	_	ADP	RP	_	_	7	advcl	_	_
with	_	ADP	IN	_	_	7	mark	_	_
that	_	SCONJ	IN	_	_	7	mark	_	_
I	_	PRON	PRP	_	_	7	nsubj	_	_
have	_	VERB	VBP	_	_	0	root	_	_
a	_	DET	DT	_	_	9	det	_	_
lick	_	NOUN	NN	_	_	7	obj	_	_
of	_	ADP	IN	_	_	11	case	_	_
bowl	_	NOUN	NN	_	_	9	nmod	_	_
that	_	DET	DT	_	_	13	det	_	_
bowl	_	NOUN	NN	_	_	9	nmod:unmarked	_	_
?	_	PUNCT	.	_	_	7	punct	_	_"
I lick one little piece okay ?,"I	_	_	_	_	_	2	nsubj	_	_
lick	_	_	_	_	_	0	root	_	_
one	_	_	_	_	_	5	nummod	_	_
little	_	_	_	_	_	5	amod	_	_
piece	_	_	_	_	_	2	obj	_	_
okay	_	_	_	_	_	2	discourse	_	_
?	_	_	_	_	_	2	punct	_	_","I	_	_	_	_	_	2	nsubj	_	_
lick	_	_	_	_	_	0	root	_	_
one	_	_	_	_	_	5	nummod	_	_
little	_	_	_	_	_	5	amod	_	_
piece	_	_	_	_	_	2	obj	_	_
okay	_	_	_	_	_	2	discourse	_	_
?	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	2	nsubj	_	_
lick	_	VERB	VBP	_	_	0	root	_	_
one	_	NUM	CD	_	_	5	nummod	_	_
little	_	ADJ	JJ	_	_	5	amod	_	_
piece	_	NOUN	NN	_	_	2	obj	_	_
okay	_	ADJ	JJ	_	_	2	xcomp	_	_
?	_	PUNCT	.	_	_	2	punct	_	_"
Mommy I have one little another lick please .,"Mommy	_	_	_	_	_	3	vocative	_	_
I	_	_	_	_	_	3	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
one	_	_	_	_	_	5	nummod	_	_
little	_	_	_	_	_	3	obj	_	_
another	_	_	_	_	_	7	det	_	_
lick	_	_	_	_	_	3	parataxis	_	_
please	_	_	_	_	_	3	discourse	_	_
.	_	_	_	_	_	3	punct	_	_","Mommy	_	_	_	_	_	3	vocative	_	_
I	_	_	_	_	_	3	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
one	_	_	_	_	_	5	nummod	_	_
little	_	_	_	_	_	7	amod	_	_
another	_	_	_	_	_	7	amod	_	_
lick	_	_	_	_	_	3	obj	_	_
please	_	_	_	_	_	3	discourse	_	_
.	_	_	_	_	_	3	punct	_	_","Mommy	_	PROPN	NNP	_	_	3	vocative	_	_
I	_	PRON	PRP	_	_	3	nsubj	_	_
have	_	VERB	VBP	_	_	0	root	_	_
one	_	NUM	CD	_	_	5	nummod	_	_
little	_	ADJ	JJ	_	_	7	amod	_	_
another	_	DET	DT	_	_	7	det	_	_
lick	_	NOUN	NN	_	_	3	obj	_	_
please	_	INTJ	UH	_	_	3	discourse	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
not me either I will not fit in the pan .,"not	_	_	_	_	_	2	advmod	_	_
me	_	_	_	_	_	0	root	_	_
either	_	_	_	_	_	2	advmod	_	_
I	_	_	_	_	_	7	nsubj	_	_
will	_	_	_	_	_	7	aux	_	_
not	_	_	_	_	_	7	advmod	_	_
fit	_	_	_	_	_	2	parataxis	_	_
in	_	_	_	_	_	10	case	_	_
the	_	_	_	_	_	10	det	_	_
pan	_	_	_	_	_	7	obl	_	_
.	_	_	_	_	_	2	punct	_	_","not	_	_	_	_	_	2	advmod	_	_
me	_	_	_	_	_	0	root	_	_
either	_	_	_	_	_	2	advmod	_	_
I	_	_	_	_	_	7	nsubj	_	_
will	_	_	_	_	_	7	aux	_	_
not	_	_	_	_	_	7	advmod	_	_
fit	_	_	_	_	_	2	parataxis	_	_
in	_	_	_	_	_	10	case	_	_
the	_	_	_	_	_	10	det	_	_
pan	_	_	_	_	_	7	obl	_	_
.	_	_	_	_	_	2	punct	_	_","not	_	PART	RB	_	_	2	advmod	_	_
me	_	PRON	PRP	_	_	0	root	_	_
either	_	CCONJ	CC	_	_	7	cc:preconj	_	_
I	_	PRON	PRP	_	_	7	nsubj	_	_
will	_	AUX	MD	_	_	7	aux	_	_
not	_	PART	RB	_	_	7	advmod	_	_
fit	_	VERB	VB	_	_	2	parataxis	_	_
in	_	ADP	IN	_	_	10	case	_	_
the	_	DET	DT	_	_	10	det	_	_
pan	_	NOUN	NN	_	_	7	obl	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
